Protein IDs	Majority protein IDs	Gene names	Protein names	Fasta headers	Only identified by site	Reverse	Potential contaminant	LFQ intensity SP3_1	LFQ intensity SP3_2	LFQ intensity SP3_3
O43491;O43491-4;O43491-3;O43491-2	O43491;O43491-4;O43491-3;O43491-2	EPB41L2	Band 4.1-like protein 2	sp|O43491|E41L2_HUMAN Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1;sp|O43491-4|E41L2_HUMAN Isoform 4 of Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2;sp|O43491-3|E41L2_HUMAN Isoform 3 of Band 4.1-like protein 2 OS=Homo 				62588000.0	99701000.0	96570000.0
O43493-4;O43493;O43493-5;O43493-3;O43493-7;O43493-6	O43493-4;O43493;O43493-5;O43493-3;O43493-7;O43493-6	TGOLN2	Trans-Golgi network integral membrane protein 2	sp|O43493-4|TGON2_HUMAN Isoform 4 of Trans-Golgi network integral membrane protein 2 OS=Homo sapiens OX=9606 GN=TGOLN2;sp|O43493|TGON2_HUMAN Trans-Golgi network integral membrane protein 2 OS=Homo sapiens OX=9606 GN=TGOLN2 PE=1 SV=4;sp|O43493-5|TGON2_HUMAN					8316300.0	
O43583	O43583	DENR	Density-regulated protein	sp|O43583|DENR_HUMAN Density-regulated protein OS=Homo sapiens OX=9606 GN=DENR PE=1 SV=2					108550000.0	97693000.0
O43615	O43615	TIMM44	Mitochondrial import inner membrane translocase subunit TIM44	sp|O43615|TIM44_HUMAN Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens OX=9606 GN=TIMM44 PE=1 SV=2				77021000.0		
O43617-2;O43617	O43617-2;O43617	TRAPPC3	Trafficking protein particle complex subunit 3	sp|O43617-2|TPPC3_HUMAN Isoform 2 of Trafficking protein particle complex subunit 3 OS=Homo sapiens OX=9606 GN=TRAPPC3;sp|O43617|TPPC3_HUMAN Trafficking protein particle complex subunit 3 OS=Homo sapiens OX=9606 GN=TRAPPC3 PE=1 SV=1				39258000.0		
O43633	O43633	CHMP2A	Charged multivesicular body protein 2a	sp|O43633|CHM2A_HUMAN Charged multivesicular body protein 2a OS=Homo sapiens OX=9606 GN=CHMP2A PE=1 SV=1				27091000.0		
O43681	O43681	ASNA1	ATPase ASNA1	sp|O43681|ASNA_HUMAN ATPase ASNA1 OS=Homo sapiens OX=9606 GN=ASNA1 PE=1 SV=2				66412000.0		
O43684-2;O43684	O43684-2;O43684	BUB3	Mitotic checkpoint protein BUB3	sp|O43684-2|BUB3_HUMAN Isoform 2 of Mitotic checkpoint protein BUB3 OS=Homo sapiens OX=9606 GN=BUB3;sp|O43684|BUB3_HUMAN Mitotic checkpoint protein BUB3 OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1				173780000.0	205970000.0	202330000.0
O43707;O43707-2;O43707-3	O43707;O43707-2;O43707-3	ACTN4	Alpha-actinin-4	sp|O43707|ACTN4_HUMAN Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2;sp|O43707-2|ACTN4_HUMAN Isoform ACTN4ISO of Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4;sp|O43707-3|ACTN4_HUMAN Isoform 3 of Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=AC				2214500000.0	855540000.0	759890000.0
O43747;O43747-2	O43747;O43747-2	AP1G1	AP-1 complex subunit gamma-1	sp|O43747|AP1G1_HUMAN AP-1 complex subunit gamma-1 OS=Homo sapiens OX=9606 GN=AP1G1 PE=1 SV=5;sp|O43747-2|AP1G1_HUMAN Isoform 2 of AP-1 complex subunit gamma-1 OS=Homo sapiens OX=9606 GN=AP1G1				17383000.0		37528000.0
O43765	O43765	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	sp|O43765|SGTA_HUMAN Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Homo sapiens OX=9606 GN=SGTA PE=1 SV=1				24358000.0	53947000.0	40088000.0
O43768-2;O43768;O43768-9;O43768-3;O43768-4;O43768-8;O43768-6;O43768-5;O43768-7;P56211-2;P56211	O43768-2;O43768;O43768-9;O43768-3;O43768-4;O43768-8	ENSA	Alpha-endosulfine	sp|O43768-2|ENSA_HUMAN Isoform 2 of Alpha-endosulfine OS=Homo sapiens OX=9606 GN=ENSA;sp|O43768|ENSA_HUMAN Alpha-endosulfine OS=Homo sapiens OX=9606 GN=ENSA PE=1 SV=1;sp|O43768-9|ENSA_HUMAN Isoform 9 of Alpha-endosulfine OS=Homo sapiens OX=9606 GN=ENSA;sp|					37679000.0	
O43776;O43776-2	O43776	NARS	Asparagine--tRNA ligase, cytoplasmic	sp|O43776|SYNC_HUMAN Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=NARS PE=1 SV=1				202640000.0		
O43795-2;O43795	O43795-2;O43795	MYO1B	Unconventional myosin-Ib	sp|O43795-2|MYO1B_HUMAN Isoform 2 of Unconventional myosin-Ib OS=Homo sapiens OX=9606 GN=MYO1B;sp|O43795|MYO1B_HUMAN Unconventional myosin-Ib OS=Homo sapiens OX=9606 GN=MYO1B PE=1 SV=3				12356000.0		
O43809	O43809	NUDT21	Cleavage and polyadenylation specificity factor subunit 5	sp|O43809|CPSF5_HUMAN Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 SV=1				136690000.0		149380000.0
O43813	O43813	LANCL1	LanC-like protein 1	sp|O43813|LANC1_HUMAN Glutathione S-transferase LANCL1 OS=Homo sapiens OX=9606 GN=LANCL1 PE=1 SV=1				77049000.0	50072000.0	
O43837;O43837-2;O43837-3	O43837;O43837-2;O43837-3	IDH3B	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	sp|O43837|IDH3B_HUMAN Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=IDH3B PE=1 SV=2;sp|O43837-2|IDH3B_HUMAN Isoform A of Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=IDH3B;sp|				32602000.0		26400000.0
O43852;O43852-3;O43852-5;O43852-6;O43852-9;O43852-15;O43852-10;O43852-13;O43852-14;O43852-11;O43852-12	O43852;O43852-3;O43852-5;O43852-6;O43852-9;O43852-15;O43852-10	CALU	Calumenin	sp|O43852|CALU_HUMAN Calumenin OS=Homo sapiens OX=9606 GN=CALU PE=1 SV=2;sp|O43852-3|CALU_HUMAN Isoform 3 of Calumenin OS=Homo sapiens OX=9606 GN=CALU;sp|O43852-5|CALU_HUMAN Isoform 5 of Calumenin OS=Homo sapiens OX=9606 GN=CALU;sp|O43852-6|CALU_HUMAN Isof				190040000.0		118390000.0
O43865;O43865-2;Q96HN2-4;Q96HN2-3;Q96HN2-2;Q96HN2	O43865;O43865-2;Q96HN2-4;Q96HN2-3;Q96HN2-2;Q96HN2	AHCYL1;AHCYL2	Putative adenosylhomocysteinase 2;Putative adenosylhomocysteinase 3	sp|O43865|SAHH2_HUMAN S-adenosylhomocysteine hydrolase-like protein 1 OS=Homo sapiens OX=9606 GN=AHCYL1 PE=1 SV=2;sp|O43865-2|SAHH2_HUMAN Isoform 2 of S-adenosylhomocysteine hydrolase-like protein 1 OS=Homo sapiens OX=9606 GN=AHCYL1;sp|Q96HN2-4|SAHH3_HUMAN				102260000.0	78227000.0	83721000.0
O60264;P28370-2;P28370	O60264	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	sp|O60264|SMCA5_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens OX=9606 GN=SMARCA5 PE=1 SV=1				104130000.0	104640000.0	116410000.0
O60271-4;O60271-2;O60271;O60271-5;O60271-3;O60271-9	O60271-4;O60271-2;O60271;O60271-5;O60271-3;O60271-9	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	sp|O60271-4|JIP4_HUMAN Isoform 4 of C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens OX=9606 GN=SPAG9;sp|O60271-2|JIP4_HUMAN Isoform 2 of C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens OX=9606 GN=SPAG9;sp|O60271|JIP4_HUM					32420000.0	29382000.0
O60313-9;O60313-2;O60313-10;O60313-13;O60313;O60313-11	O60313-9;O60313-2;O60313-10;O60313-13;O60313;O60313-11	OPA1	Dynamin-like 120 kDa protein, mitochondrial;Dynamin-like 120 kDa protein, form S1	sp|O60313-9|OPA1_HUMAN Isoform 3 of Dynamin-like 120 kDa protein, mitochondrial OS=Homo sapiens OX=9606 GN=OPA1;sp|O60313-2|OPA1_HUMAN Isoform 2 of Dynamin-like 120 kDa protein, mitochondrial OS=Homo sapiens OX=9606 GN=OPA1;sp|O60313-10|OPA1_HUMAN Isoform 				33485000.0	48049000.0	30329000.0
O60333-3;O60333-2;O60333;O60333-4;O43896;Q12756;Q12756-3;Q12756-2	O60333-3;O60333-2;O60333;O60333-4	KIF1B	Kinesin-like protein KIF1B	sp|O60333-3|KIF1B_HUMAN Isoform 3 of Kinesin-like protein KIF1B OS=Homo sapiens OX=9606 GN=KIF1B;sp|O60333-2|KIF1B_HUMAN Isoform 2 of Kinesin-like protein KIF1B OS=Homo sapiens OX=9606 GN=KIF1B;sp|O60333|KIF1B_HUMAN Kinesin-like protein KIF1B OS=Homo sapie						11299000.0
O60488-2;O60488	O60488-2;O60488	ACSL4	Long-chain-fatty-acid--CoA ligase 4	sp|O60488-2|ACSL4_HUMAN Isoform Short of Long-chain-fatty-acid--CoA ligase 4 OS=Homo sapiens OX=9606 GN=ACSL4;sp|O60488|ACSL4_HUMAN Long-chain-fatty-acid--CoA ligase 4 OS=Homo sapiens OX=9606 GN=ACSL4 PE=1 SV=2				44302000.0		48511000.0
O60493;O60493-3;O60493-2;O60493-4	O60493;O60493-3;O60493-2;O60493-4	SNX3	Sorting nexin-3	sp|O60493|SNX3_HUMAN Sorting nexin-3 OS=Homo sapiens OX=9606 GN=SNX3 PE=1 SV=3;sp|O60493-3|SNX3_HUMAN Isoform 3 of Sorting nexin-3 OS=Homo sapiens OX=9606 GN=SNX3;sp|O60493-2|SNX3_HUMAN Isoform 2 of Sorting nexin-3 OS=Homo sapiens OX=9606 GN=SNX3;sp|O60493				58535000.0		35579000.0
O60506;O60506-3;O60506-2;O60506-4;O60506-5	O60506;O60506-3;O60506-2;O60506-4;O60506-5	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	sp|O60506|HNRPQ_HUMAN Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2;sp|O60506-3|HNRPQ_HUMAN Isoform 3 of Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP;sp|O60506-2|HNRPQ_HUMAN Isoform 2				836940000.0	252250000.0	234160000.0
O60568	O60568	PLOD3	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3	sp|O60568|PLOD3_HUMAN Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 OS=Homo sapiens OX=9606 GN=PLOD3 PE=1 SV=1						14476000.0
O60664;O60664-4;O60664-3;O60664-2	O60664;O60664-4;O60664-3	PLIN3	Perilipin-3	sp|O60664|PLIN3_HUMAN Perilipin-3 OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=3;sp|O60664-4|PLIN3_HUMAN Isoform 4 of Perilipin-3 OS=Homo sapiens OX=9606 GN=PLIN3;sp|O60664-3|PLIN3_HUMAN Isoform 3 of Perilipin-3 OS=Homo sapiens OX=9606 GN=PLIN3				509820000.0	260390000.0	437210000.0
O60678;O60678-2	O60678;O60678-2	PRMT3	Protein arginine N-methyltransferase 3	sp|O60678|ANM3_HUMAN Protein arginine N-methyltransferase 3 OS=Homo sapiens OX=9606 GN=PRMT3 PE=1 SV=4;sp|O60678-2|ANM3_HUMAN Isoform 2 of Protein arginine N-methyltransferase 3 OS=Homo sapiens OX=9606 GN=PRMT3					8453800.0	
O60684;O15131	O60684;O15131	KPNA6;KPNA5	Importin subunit alpha-7;Importin subunit alpha-6	sp|O60684|IMA7_HUMAN Importin subunit alpha-7 OS=Homo sapiens OX=9606 GN=KPNA6 PE=1 SV=1;sp|O15131|IMA6_HUMAN Importin subunit alpha-6 OS=Homo sapiens OX=9606 GN=KPNA5 PE=1 SV=2				31793000.0		
O60749;O60749-2	O60749;O60749-2	SNX2	Sorting nexin-2	sp|O60749|SNX2_HUMAN Sorting nexin-2 OS=Homo sapiens OX=9606 GN=SNX2 PE=1 SV=2;sp|O60749-2|SNX2_HUMAN Isoform 2 of Sorting nexin-2 OS=Homo sapiens OX=9606 GN=SNX2				74944000.0	61893000.0	
O60763;O60763-2	O60763;O60763-2	USO1	General vesicular transport factor p115	sp|O60763|USO1_HUMAN General vesicular transport factor p115 OS=Homo sapiens OX=9606 GN=USO1 PE=1 SV=2;sp|O60763-2|USO1_HUMAN Isoform 2 of General vesicular transport factor p115 OS=Homo sapiens OX=9606 GN=USO1				96889000.0	93696000.0	104480000.0
O60832;O60832-2	O60832;O60832-2	DKC1	H/ACA ribonucleoprotein complex subunit 4	sp|O60832|DKC1_HUMAN H/ACA ribonucleoprotein complex subunit DKC1 OS=Homo sapiens OX=9606 GN=DKC1 PE=1 SV=3;sp|O60832-2|DKC1_HUMAN Isoform 3 of H/ACA ribonucleoprotein complex subunit DKC1 OS=Homo sapiens OX=9606 GN=DKC1				104820000.0	92211000.0	100140000.0
O60841	O60841	EIF5B	Eukaryotic translation initiation factor 5B	sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4				171880000.0	249240000.0	206010000.0
O60869;O60869-2;O60869-3	O60869;O60869-2;O60869-3	EDF1	Endothelial differentiation-related factor 1	sp|O60869|EDF1_HUMAN Endothelial differentiation-related factor 1 OS=Homo sapiens OX=9606 GN=EDF1 PE=1 SV=1;sp|O60869-2|EDF1_HUMAN Isoform 2 of Endothelial differentiation-related factor 1 OS=Homo sapiens OX=9606 GN=EDF1;sp|O60869-3|EDF1_HUMAN Isoform 3 of				89974000.0	77906000.0	77780000.0
O60884	O60884	DNAJA2	DnaJ homolog subfamily A member 2	sp|O60884|DNJA2_HUMAN DnaJ homolog subfamily A member 2 OS=Homo sapiens OX=9606 GN=DNAJA2 PE=1 SV=1				48937000.0	84274000.0	84983000.0
O60934	O60934	NBN	Nibrin	sp|O60934|NBN_HUMAN Nibrin OS=Homo sapiens OX=9606 GN=NBN PE=1 SV=1						4792100.0
O75044;P0DMP2;P0DJJ0	O75044;P0DMP2;P0DJJ0	SRGAP2;SRGAP2B;SRGAP2C	SLIT-ROBO Rho GTPase-activating protein 2;SLIT-ROBO Rho GTPase-activating protein 2B;SLIT-ROBO Rho GTPase-activating protein 2C	sp|O75044|SRGP2_HUMAN SLIT-ROBO Rho GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=SRGAP2 PE=1 SV=3;sp|P0DMP2|SRG2B_HUMAN SLIT-ROBO Rho GTPase-activating protein 2B OS=Homo sapiens OX=9606 GN=SRGAP2B PE=3 SV=1;sp|P0DJJ0|SRG2C_HUMAN SLIT-ROBO Rho GT					3445300.0	
O75083;O75083-3	O75083;O75083-3	WDR1	WD repeat-containing protein 1	sp|O75083|WDR1_HUMAN WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4;sp|O75083-3|WDR1_HUMAN Isoform 2 of WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1				233750000.0	147620000.0	157820000.0
O75116;Q13464	O75116	ROCK2	Rho-associated protein kinase 2	sp|O75116|ROCK2_HUMAN Rho-associated protein kinase 2 OS=Homo sapiens OX=9606 GN=ROCK2 PE=1 SV=4				32232000.0	66111000.0	76686000.0
O75122;O75122-3	O75122;O75122-3	CLASP2	CLIP-associating protein 2	sp|O75122|CLAP2_HUMAN CLIP-associating protein 2 OS=Homo sapiens OX=9606 GN=CLASP2 PE=1 SV=3;sp|O75122-3|CLAP2_HUMAN Isoform 3 of CLIP-associating protein 2 OS=Homo sapiens OX=9606 GN=CLASP2					11676000.0	
O75146-2;O75146	O75146-2;O75146	HIP1R	Huntingtin-interacting protein 1-related protein	sp|O75146-2|HIP1R_HUMAN Isoform 2 of Huntingtin-interacting protein 1-related protein OS=Homo sapiens OX=9606 GN=HIP1R;sp|O75146|HIP1R_HUMAN Huntingtin-interacting protein 1-related protein OS=Homo sapiens OX=9606 GN=HIP1R PE=1 SV=2					2363000.0	
O75152;A0A1B0GTU1	O75152	ZC3H11A	Zinc finger CCCH domain-containing protein 11A	sp|O75152|ZC11A_HUMAN Zinc finger CCCH domain-containing protein 11A OS=Homo sapiens OX=9606 GN=ZC3H11A PE=1 SV=3				35196000.0	83110000.0	46267000.0
O75153	O75153	CLUH	Clustered mitochondria protein homolog	sp|O75153|CLU_HUMAN Clustered mitochondria protein homolog OS=Homo sapiens OX=9606 GN=CLUH PE=1 SV=2					67333000.0	
O75165	O75165	DNAJC13	DnaJ homolog subfamily C member 13	sp|O75165|DJC13_HUMAN DnaJ homolog subfamily C member 13 OS=Homo sapiens OX=9606 GN=DNAJC13 PE=1 SV=5						8251400.0
O75223;O75223-3	O75223;O75223-3	GGCT	Gamma-glutamylcyclotransferase	sp|O75223|GGCT_HUMAN Gamma-glutamylcyclotransferase OS=Homo sapiens OX=9606 GN=GGCT PE=1 SV=1;sp|O75223-3|GGCT_HUMAN Isoform 3 of Gamma-glutamylcyclotransferase OS=Homo sapiens OX=9606 GN=GGCT				31123000.0		
O75340;O75340-2	O75340;O75340-2	PDCD6	Programmed cell death protein 6	sp|O75340|PDCD6_HUMAN Programmed cell death protein 6 OS=Homo sapiens OX=9606 GN=PDCD6 PE=1 SV=1;sp|O75340-2|PDCD6_HUMAN Isoform 2 of Programmed cell death protein 6 OS=Homo sapiens OX=9606 GN=PDCD6				165500000.0	139760000.0	215570000.0
O75347;O75347-2	O75347;O75347-2	TBCA	Tubulin-specific chaperone A	sp|O75347|TBCA_HUMAN Tubulin-specific chaperone A OS=Homo sapiens OX=9606 GN=TBCA PE=1 SV=3;sp|O75347-2|TBCA_HUMAN Isoform 2 of Tubulin-specific chaperone A OS=Homo sapiens OX=9606 GN=TBCA				525940000.0	402230000.0	335160000.0
O75348;O95670-2;O95670	O75348	ATP6V1G1	V-type proton ATPase subunit G 1	sp|O75348|VATG1_HUMAN V-type proton ATPase subunit G 1 OS=Homo sapiens OX=9606 GN=ATP6V1G1 PE=1 SV=3				29382000.0		
O75367-3;O75367;O75367-2;Q9P0M6	O75367-3;O75367;O75367-2	H2AFY	Core histone macro-H2A.1	sp|O75367-3|H2AY_HUMAN Isoform 3 of Core histone macro-H2A.1 OS=Homo sapiens OX=9606 GN=H2AFY;sp|O75367|H2AY_HUMAN Core histone macro-H2A.1 OS=Homo sapiens OX=9606 GN=H2AFY PE=1 SV=4;sp|O75367-2|H2AY_HUMAN Isoform 1 of Core histone macro-H2A.1 OS=Homo sapi				302090000.0	112830000.0	96053000.0
O75368	O75368	SH3BGRL	SH3 domain-binding glutamic acid-rich-like protein	sp|O75368|SH3L1_HUMAN SH3 domain-binding glutamic acid-rich-like protein OS=Homo sapiens OX=9606 GN=SH3BGRL PE=1 SV=1						10044000.0
O75369-8;O75369-2;O75369-9;O75369;O75369-6;O75369-3;O75369-7;O75369-5;O75369-4	O75369-8;O75369-2;O75369-9;O75369;O75369-6;O75369-3;O75369-7;O75369-5;O75369-4	FLNB	Filamin-B	sp|O75369-8|FLNB_HUMAN Isoform 8 of Filamin-B OS=Homo sapiens OX=9606 GN=FLNB;sp|O75369-2|FLNB_HUMAN Isoform 2 of Filamin-B OS=Homo sapiens OX=9606 GN=FLNB;sp|O75369-9|FLNB_HUMAN Isoform 9 of Filamin-B OS=Homo sapiens OX=9606 GN=FLNB;sp|O75369|FLNB_HUMAN F				390660000.0	300640000.0	457400000.0
O75376;O75376-2;O75376-3	O75376;O75376-2;O75376-3	NCOR1	Nuclear receptor corepressor 1	sp|O75376|NCOR1_HUMAN Nuclear receptor corepressor 1 OS=Homo sapiens OX=9606 GN=NCOR1 PE=1 SV=2;sp|O75376-2|NCOR1_HUMAN Isoform 2 of Nuclear receptor corepressor 1 OS=Homo sapiens OX=9606 GN=NCOR1;sp|O75376-3|NCOR1_HUMAN Isoform 3 of Nuclear receptor corep					5579700.0	
O75390	O75390	CS	Citrate synthase, mitochondrial	sp|O75390|CISY_HUMAN Citrate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=CS PE=1 SV=2				337450000.0	460230000.0	452400000.0
O75396	O75396	SEC22B	Vesicle-trafficking protein SEC22b	sp|O75396|SC22B_HUMAN Vesicle-trafficking protein SEC22b OS=Homo sapiens OX=9606 GN=SEC22B PE=1 SV=4				367520000.0	435070000.0	265480000.0
O75436;O75436-2	O75436;O75436-2	VPS26A	Vacuolar protein sorting-associated protein 26A	sp|O75436|VP26A_HUMAN Vacuolar protein sorting-associated protein 26A OS=Homo sapiens OX=9606 GN=VPS26A PE=1 SV=2;sp|O75436-2|VP26A_HUMAN Isoform 2 of Vacuolar protein sorting-associated protein 26A OS=Homo sapiens OX=9606 GN=VPS26A				93545000.0		28991000.0
O75439	O75439	PMPCB	Mitochondrial-processing peptidase subunit beta	sp|O75439|MPPB_HUMAN Mitochondrial-processing peptidase subunit beta OS=Homo sapiens OX=9606 GN=PMPCB PE=1 SV=2				60252000.0	38607000.0	43496000.0
O75459	O75459	PAGE1	P antigen family member 1	sp|O75459|PAGE1_HUMAN P antigen family member 1 OS=Homo sapiens OX=9606 GN=PAGE1 PE=1 SV=2				137190000.0	111120000.0	
O75475;O75475-3;O75475-2;Q9Y3E1	O75475;O75475-3;O75475-2	PSIP1	PC4 and SFRS1-interacting protein	sp|O75475|PSIP1_HUMAN PC4 and SFRS1-interacting protein OS=Homo sapiens OX=9606 GN=PSIP1 PE=1 SV=1;sp|O75475-3|PSIP1_HUMAN Isoform 3 of PC4 and SFRS1-interacting protein OS=Homo sapiens OX=9606 GN=PSIP1;sp|O75475-2|PSIP1_HUMAN Isoform 2 of PC4 and SFRS1-in				76206000.0	102780000.0	123390000.0
O75477;O94905-2;O94905-3	O75477	ERLIN1	Erlin-1	sp|O75477|ERLN1_HUMAN Erlin-1 OS=Homo sapiens OX=9606 GN=ERLIN1 PE=1 SV=2					25537000.0	27665000.0
O75489;O75489-2	O75489	NDUFS3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	sp|O75489|NDUS3_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS3 PE=1 SV=1				44389000.0		
O75521-2;O75521	O75521-2;O75521	ECI2	Enoyl-CoA delta isomerase 2, mitochondrial	sp|O75521-2|ECI2_HUMAN Isoform 2 of Enoyl-CoA delta isomerase 2, mitochondrial OS=Homo sapiens OX=9606 GN=ECI2;sp|O75521|ECI2_HUMAN Enoyl-CoA delta isomerase 2, mitochondrial OS=Homo sapiens OX=9606 GN=ECI2 PE=1 SV=4				176950000.0		147180000.0
O75533;O75533-2	O75533	SF3B1	Splicing factor 3B subunit 1	sp|O75533|SF3B1_HUMAN Splicing factor 3B subunit 1 OS=Homo sapiens OX=9606 GN=SF3B1 PE=1 SV=3				132890000.0	161180000.0	158110000.0
O75534;O75534-4;O75534-2;O75534-3	O75534;O75534-4;O75534-2;O75534-3	CSDE1	Cold shock domain-containing protein E1	sp|O75534|CSDE1_HUMAN Cold shock domain-containing protein E1 OS=Homo sapiens OX=9606 GN=CSDE1 PE=1 SV=2;sp|O75534-4|CSDE1_HUMAN Isoform 4 of Cold shock domain-containing protein E1 OS=Homo sapiens OX=9606 GN=CSDE1;sp|O75534-2|CSDE1_HUMAN Isoform 2 of Cold				120310000.0	156010000.0	132580000.0
O75608-2;O75608	O75608-2;O75608	LYPLA1	Acyl-protein thioesterase 1	sp|O75608-2|LYPA1_HUMAN Isoform 2 of Acyl-protein thioesterase 1 OS=Homo sapiens OX=9606 GN=LYPLA1;sp|O75608|LYPA1_HUMAN Acyl-protein thioesterase 1 OS=Homo sapiens OX=9606 GN=LYPLA1 PE=1 SV=1						35522000.0
O75643;O75643-2	O75643	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase	sp|O75643|U520_HUMAN U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens OX=9606 GN=SNRNP200 PE=1 SV=2				203610000.0	216990000.0	258770000.0
O75663-2;O75663	O75663-2;O75663	TIPRL	TIP41-like protein	sp|O75663-2|TIPRL_HUMAN Isoform 2 of TIP41-like protein OS=Homo sapiens OX=9606 GN=TIPRL;sp|O75663|TIPRL_HUMAN TIP41-like protein OS=Homo sapiens OX=9606 GN=TIPRL PE=1 SV=2						7922800.0
O75688-5;O75688-4;O75688-2;O75688;P35813-2;P35813;P35813-3	O75688-5;O75688-4;O75688-2;O75688;P35813-2;P35813;P35813-3	PPM1B;PPM1A	Protein phosphatase 1B;Protein phosphatase 1A	sp|O75688-5|PPM1B_HUMAN Isoform 5 of Protein phosphatase 1B OS=Homo sapiens OX=9606 GN=PPM1B;sp|O75688-4|PPM1B_HUMAN Isoform 4 of Protein phosphatase 1B OS=Homo sapiens OX=9606 GN=PPM1B;sp|O75688-2|PPM1B_HUMAN Isoform Beta-2 of Protein phosphatase 1B OS=Ho						13066000.0
O75694;O75694-2	O75694;O75694-2	NUP155	Nuclear pore complex protein Nup155	sp|O75694|NU155_HUMAN Nuclear pore complex protein Nup155 OS=Homo sapiens OX=9606 GN=NUP155 PE=1 SV=1;sp|O75694-2|NU155_HUMAN Isoform 2 of Nuclear pore complex protein Nup155 OS=Homo sapiens OX=9606 GN=NUP155				87616000.0		88626000.0
O75821	O75821	EIF3G	Eukaryotic translation initiation factor 3 subunit G	sp|O75821|EIF3G_HUMAN Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens OX=9606 GN=EIF3G PE=1 SV=2				58415000.0	94810000.0	87345000.0
O75832;O75832-2	O75832;O75832-2	PSMD10	26S proteasome non-ATPase regulatory subunit 10	sp|O75832|PSD10_HUMAN 26S proteasome non-ATPase regulatory subunit 10 OS=Homo sapiens OX=9606 GN=PSMD10 PE=1 SV=1;sp|O75832-2|PSD10_HUMAN Isoform 2 of 26S proteasome non-ATPase regulatory subunit 10 OS=Homo sapiens OX=9606 GN=PSMD10				62702000.0		
O75844	O75844	ZMPSTE24	CAAX prenyl protease 1 homolog	sp|O75844|FACE1_HUMAN CAAX prenyl protease 1 homolog OS=Homo sapiens OX=9606 GN=ZMPSTE24 PE=1 SV=2						62861000.0
O75874	O75874	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	sp|O75874|IDHC_HUMAN Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=2				459240000.0	566620000.0	608710000.0
O75880	O75880	SCO1	Protein SCO1 homolog, mitochondrial	sp|O75880|SCO1_HUMAN Protein SCO1 homolog, mitochondrial OS=Homo sapiens OX=9606 GN=SCO1 PE=1 SV=1				65804000.0		
O75934	O75934	BCAS2	Pre-mRNA-splicing factor SPF27	sp|O75934|SPF27_HUMAN Pre-mRNA-splicing factor SPF27 OS=Homo sapiens OX=9606 GN=BCAS2 PE=1 SV=1				17721000.0		
