Protein IDs	Majority protein IDs	Gene names	Protein names	Fasta headers	Only identified by site	Reverse	Potential contaminant	LFQ intensity SP3_1	LFQ intensity SP3_2	LFQ intensity SP3_3
P62995-3;P62995	P62995-3;P62995	TRA2B	Transformer-2 protein homolog beta	sp|P62995-3|TRA2B_HUMAN Isoform 3 of Transformer-2 protein homolog beta OS=Homo sapiens OX=9606 GN=TRA2B;sp|P62995|TRA2B_HUMAN Transformer-2 protein homolog beta OS=Homo sapiens OX=9606 GN=TRA2B PE=1 SV=1				231730000.0	319620000.0	229310000.0
P63000;P63000-2;P60763;P15153	P63000;P63000-2;P60763;P15153	RAC1;RAC3;RAC2	Ras-related C3 botulinum toxin substrate 1;Ras-related C3 botulinum toxin substrate 3;Ras-related C3 botulinum toxin substrate 2	sp|P63000|RAC1_HUMAN Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens OX=9606 GN=RAC1 PE=1 SV=1;sp|P63000-2|RAC1_HUMAN Isoform B of Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens OX=9606 GN=RAC1;sp|P60763|RAC3_HUMAN Ras-related C3 bot				201430000.0	110320000.0	134610000.0
P63010-2;P63010;P63010-3	P63010-2;P63010;P63010-3	AP2B1	AP-2 complex subunit beta	sp|P63010-2|AP2B1_HUMAN Isoform 2 of AP-2 complex subunit beta OS=Homo sapiens OX=9606 GN=AP2B1;sp|P63010|AP2B1_HUMAN AP-2 complex subunit beta OS=Homo sapiens OX=9606 GN=AP2B1 PE=1 SV=1;sp|P63010-3|AP2B1_HUMAN Isoform 3 of AP-2 complex subunit beta OS=Hom				106210000.0	147280000.0	123880000.0
P63092-3;P63092-2;P63092;P63092-4;Q5JWF2-2;Q5JWF2	P63092-3;P63092-2;P63092;P63092-4;Q5JWF2-2;Q5JWF2	GNAS	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas	sp|P63092-3|GNAS2_HUMAN Isoform 3 of Guanine nucleotide-binding protein G(s) subunit alpha isoforms short OS=Homo sapiens OX=9606 GN=GNAS;sp|P63092-2|GNAS2_HUMAN Isoform Gnas-2 of Guanine nucleotide-binding protein G(s) subunit alpha isoforms short OS=Homo				115040000.0	72854000.0	107630000.0
P63104;P63104-2	P63104;P63104-2	YWHAZ	14-3-3 protein zeta/delta	sp|P63104|1433Z_HUMAN 14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1;sp|P63104-2|1433Z_HUMAN Isoform 2 of 14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ				2008800000.0	1865300000.0	2101000000.0
P63151;P63151-2;Q9Y2T4-3;Q9Y2T4-4;Q9Y2T4-2;Q9Y2T4;Q00005-6;Q00005;Q00005-2;Q00005-3;Q66LE6;Q00005-4;Q00005-5;Q00005-7	P63151;P63151-2	PPP2R2A	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform	sp|P63151|2ABA_HUMAN Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R2A PE=1 SV=1;sp|P63151-2|2ABA_HUMAN Isoform 2 of Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alph				66061000.0	88376000.0	92874000.0
P63165;G2XKQ0;P63165-2	P63165	SUMO1	Small ubiquitin-related modifier 1	sp|P63165|SUMO1_HUMAN Small ubiquitin-related modifier 1 OS=Homo sapiens OX=9606 GN=SUMO1 PE=1 SV=1				62605000.0		
P63167;Q96FJ2	P63167;Q96FJ2	DYNLL1;DYNLL2	Dynein light chain 1, cytoplasmic;Dynein light chain 2, cytoplasmic	sp|P63167|DYL1_HUMAN Dynein light chain 1, cytoplasmic OS=Homo sapiens OX=9606 GN=DYNLL1 PE=1 SV=1;sp|Q96FJ2|DYL2_HUMAN Dynein light chain 2, cytoplasmic OS=Homo sapiens OX=9606 GN=DYNLL2 PE=1 SV=1				273680000.0	61685000.0	57538000.0
P63173	P63173	RPL38	60S ribosomal protein L38	sp|P63173|RL38_HUMAN 60S ribosomal protein L38 OS=Homo sapiens OX=9606 GN=RPL38 PE=1 SV=2				443920000.0	132880000.0	
P63208;P63208-2	P63208;P63208-2	SKP1	S-phase kinase-associated protein 1	sp|P63208|SKP1_HUMAN S-phase kinase-associated protein 1 OS=Homo sapiens OX=9606 GN=SKP1 PE=1 SV=2;sp|P63208-2|SKP1_HUMAN Isoform 2 of S-phase kinase-associated protein 1 OS=Homo sapiens OX=9606 GN=SKP1				45286000.0	78186000.0	64366000.0
P63218	P63218	GNG5	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5	sp|P63218|GBG5_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5 OS=Homo sapiens OX=9606 GN=GNG5 PE=1 SV=3						24288000.0
P63220	P63220	RPS21	40S ribosomal protein S21	sp|P63220|RS21_HUMAN 40S ribosomal protein S21 OS=Homo sapiens OX=9606 GN=RPS21 PE=1 SV=1				584570000.0	510110000.0	590050000.0
P63241;P63241-2;Q6IS14;Q9GZV4	P63241;P63241-2;Q6IS14	EIF5A;EIF5AL1	Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A-1-like	sp|P63241|IF5A1_HUMAN Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=2;sp|P63241-2|IF5A1_HUMAN Isoform 2 of Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens OX=9606 GN=EIF5A;sp|Q6IS14|IF5AL_HUMAN Eukaryo				1204300000.0	1167400000.0	700020000.0
P63244	P63244	GNB2L1	Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed	sp|P63244|RACK1_HUMAN Receptor of activated protein C kinase 1 OS=Homo sapiens OX=9606 GN=RACK1 PE=1 SV=3				2693200000.0	957980000.0	1007000000.0
P67809;Q9Y2T7	P67809	YBX1	Nuclease-sensitive element-binding protein 1	sp|P67809|YBOX1_HUMAN Y-box-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3				387960000.0	584120000.0	533730000.0
P67936	P67936	TPM4	Tropomyosin alpha-4 chain	sp|P67936|TPM4_HUMAN Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=3				152130000.0	144110000.0	118210000.0
P68133;P68032;P63267;P62736	P68133;P68032;P63267;P62736	ACTA1;ACTC1;ACTG2;ACTA2	Actin, alpha skeletal muscle;Actin, alpha cardiac muscle 1;Actin, gamma-enteric smooth muscle;Actin, aortic smooth muscle	sp|P68133|ACTS_HUMAN Actin, alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1;sp|P68032|ACTC_HUMAN Actin, alpha cardiac muscle 1 OS=Homo sapiens OX=9606 GN=ACTC1 PE=1 SV=1;sp|P63267|ACTH_HUMAN Actin, gamma-enteric smooth muscle OS=Homo sapie				1222600000.0		401790000.0
P68104;Q5VTE0;P68104-2;Q05639	P68104;Q5VTE0;P68104-2	EEF1A1;EEF1A1P5	Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3	sp|P68104|EF1A1_HUMAN Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1;sp|Q5VTE0|EF1A3_HUMAN Putative elongation factor 1-alpha-like 3 OS=Homo sapiens OX=9606 GN=EEF1A1P5 PE=5 SV=1;sp|P68104-2|EF1A1_HUMAN Isoform 2 of Elongation fact				10092000000.0	11503000000.0	10722000000.0
P68363;P68363-2	P68363;P68363-2	TUBA1B	Tubulin alpha-1B chain	sp|P68363|TBA1B_HUMAN Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1;sp|P68363-2|TBA1B_HUMAN Isoform 2 of Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B				4001000000.0	6512900000.0	7062500000.0
P68366-2;P68366;A6NHL2-2;A6NHL2;Q9H853	P68366-2;P68366	TUBA4A	Tubulin alpha-4A chain	sp|P68366-2|TBA4A_HUMAN Isoform 2 of Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A;sp|P68366|TBA4A_HUMAN Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1				61085000.0		
P68371	P68371	TUBB4B	Tubulin beta-4B chain	sp|P68371|TBB4B_HUMAN Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1				5267000000.0	5237500000.0	6370300000.0
P68871;P02042	P68871	HBB	Hemoglobin subunit beta;LVV-hemorphin-7;Spinorphin	sp|P68871|HBB_HUMAN Hemoglobin subunit beta OS=Homo sapiens OX=9606 GN=HBB PE=1 SV=2				73918000.0		
P69905;P02008	P69905	HBA1	Hemoglobin subunit alpha	sp|P69905|HBA_HUMAN Hemoglobin subunit alpha OS=Homo sapiens OX=9606 GN=HBA1 PE=1 SV=2				137320000.0		82371000.0
P78345	P78345	RPP38	Ribonuclease P protein subunit p38	sp|P78345|RPP38_HUMAN Ribonuclease P protein subunit p38 OS=Homo sapiens OX=9606 GN=RPP38 PE=1 SV=2					6143800.0	
P78347-2;P78347-4;P78347-3;P78347;P78347-5;Q86UP8-3	P78347-2;P78347-4;P78347-3;P78347	GTF2I	General transcription factor II-I	sp|P78347-2|GTF2I_HUMAN Isoform 2 of General transcription factor II-I OS=Homo sapiens OX=9606 GN=GTF2I;sp|P78347-4|GTF2I_HUMAN Isoform 4 of General transcription factor II-I OS=Homo sapiens OX=9606 GN=GTF2I;sp|P78347-3|GTF2I_HUMAN Isoform 3 of General tra				70195000.0	82497000.0	137740000.0
P78371;P78371-2	P78371;P78371-2	CCT2	T-complex protein 1 subunit beta	sp|P78371|TCPB_HUMAN T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=4;sp|P78371-2|TCPB_HUMAN Isoform 2 of T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2				2175800000.0	2763700000.0	2896800000.0
P78417;P78417-3;P78417-2	P78417;P78417-3;P78417-2	GSTO1	Glutathione S-transferase omega-1	sp|P78417|GSTO1_HUMAN Glutathione S-transferase omega-1 OS=Homo sapiens OX=9606 GN=GSTO1 PE=1 SV=2;sp|P78417-3|GSTO1_HUMAN Isoform 3 of Glutathione S-transferase omega-1 OS=Homo sapiens OX=9606 GN=GSTO1;sp|P78417-2|GSTO1_HUMAN Isoform 2 of Glutathione S-tr				187900000.0	231880000.0	187710000.0
P78527;P78527-2	P78527;P78527-2	PRKDC	DNA-dependent protein kinase catalytic subunit	sp|P78527|PRKDC_HUMAN DNA-dependent protein kinase catalytic subunit OS=Homo sapiens OX=9606 GN=PRKDC PE=1 SV=3;sp|P78527-2|PRKDC_HUMAN Isoform 2 of DNA-dependent protein kinase catalytic subunit OS=Homo sapiens OX=9606 GN=PRKDC				2056400000.0	1152900000.0	1077900000.0
P80297	P80297	MT1X	Metallothionein-1X	sp|P80297|MT1X_HUMAN Metallothionein-1X OS=Homo sapiens OX=9606 GN=MT1X PE=1 SV=1					9072600.0	
P80723;P80723-2	P80723;P80723-2	BASP1	Brain acid soluble protein 1	sp|P80723|BASP1_HUMAN Brain acid soluble protein 1 OS=Homo sapiens OX=9606 GN=BASP1 PE=1 SV=2;sp|P80723-2|BASP1_HUMAN Isoform 2 of Brain acid soluble protein 1 OS=Homo sapiens OX=9606 GN=BASP1				2980800000.0	3616800000.0	5200600000.0
P82909	P82909	MRPS36	28S ribosomal protein S36, mitochondrial	sp|P82909|RT36_HUMAN 28S ribosomal protein S36, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS36 PE=1 SV=2				28224000.0		
P82979	P82979	SARNP	SAP domain-containing ribonucleoprotein	sp|P82979|SARNP_HUMAN SAP domain-containing ribonucleoprotein OS=Homo sapiens OX=9606 GN=SARNP PE=1 SV=3				284840000.0	273480000.0	333370000.0
P83731	P83731	RPL24	60S ribosomal protein L24	sp|P83731|RL24_HUMAN 60S ribosomal protein L24 OS=Homo sapiens OX=9606 GN=RPL24 PE=1 SV=1				761370000.0	262730000.0	409000000.0
P84090	P84090	ERH	Enhancer of rudimentary homolog	sp|P84090|ERH_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1				289380000.0	90642000.0	83249000.0
P84098	P84098	RPL19	60S ribosomal protein L19	sp|P84098|RL19_HUMAN 60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1				562210000.0		230820000.0
P86791;P86790	P86791;P86790	CCZ1;CCZ1B	Vacuolar fusion protein CCZ1 homolog;Vacuolar fusion protein CCZ1 homolog B	sp|P86791|CCZ1_HUMAN Vacuolar fusion protein CCZ1 homolog OS=Homo sapiens OX=9606 GN=CCZ1 PE=1 SV=1;sp|P86790|CCZ1B_HUMAN Vacuolar fusion protein CCZ1 homolog B OS=Homo sapiens OX=9606 GN=CCZ1B PE=1 SV=1						7368100.0
P98179	P98179	RBM3	RNA-binding protein 3	sp|P98179|RBM3_HUMAN RNA-binding protein 3 OS=Homo sapiens OX=9606 GN=RBM3 PE=1 SV=1				79108000.0	160890000.0	131440000.0
P99999;CON__crap_thegpm|Cytochrome_c|Equus_caballus|P00004|Uniprot;CON__crap_maxquant|Cytochrome_c|Bos_taurus|P62894|Swissprot	P99999	CYCS	Cytochrome c	sp|P99999|CYC_HUMAN Cytochrome c OS=Homo sapiens OX=9606 GN=CYCS PE=1 SV=2				265210000.0		461880000.0
Q00059;Q00059-2	Q00059;Q00059-2	TFAM	Transcription factor A, mitochondrial	sp|Q00059|TFAM_HUMAN Transcription factor A, mitochondrial OS=Homo sapiens OX=9606 GN=TFAM PE=1 SV=1;sp|Q00059-2|TFAM_HUMAN Isoform 2 of Transcription factor A, mitochondrial OS=Homo sapiens OX=9606 GN=TFAM				57196000.0		
Q00325-2;Q00325	Q00325-2;Q00325	SLC25A3	Phosphate carrier protein, mitochondrial	sp|Q00325-2|MPCP_HUMAN Isoform B of Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3;sp|Q00325|MPCP_HUMAN Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=2				716500000.0	969110000.0	859670000.0
Q00341;Q00341-2	Q00341;Q00341-2	HDLBP	Vigilin	sp|Q00341|VIGLN_HUMAN Vigilin OS=Homo sapiens OX=9606 GN=HDLBP PE=1 SV=2;sp|Q00341-2|VIGLN_HUMAN Isoform 2 of Vigilin OS=Homo sapiens OX=9606 GN=HDLBP				126210000.0	127990000.0	124140000.0
Q00577	Q00577	PURA	Transcriptional activator protein Pur-alpha	sp|Q00577|PURA_HUMAN Transcriptional activator protein Pur-alpha OS=Homo sapiens OX=9606 GN=PURA PE=1 SV=2						10999000.0
Q00610-2;Q00610;P53675-2;P53675	Q00610-2;Q00610	CLTC	Clathrin heavy chain 1	sp|Q00610-2|CLH1_HUMAN Isoform 2 of Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC;sp|Q00610|CLH1_HUMAN Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5				2267500000.0	836560000.0	941550000.0
Q00688	Q00688	FKBP3	Peptidyl-prolyl cis-trans isomerase FKBP3	sp|Q00688|FKBP3_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Homo sapiens OX=9606 GN=FKBP3 PE=1 SV=1				86665000.0		81587000.0
Q00765;Q00765-2	Q00765	REEP5	Receptor expression-enhancing protein 5	sp|Q00765|REEP5_HUMAN Receptor expression-enhancing protein 5 OS=Homo sapiens OX=9606 GN=REEP5 PE=1 SV=3				63940000.0	125310000.0	78759000.0
Q00796;Q00796-2	Q00796	SORD	Sorbitol dehydrogenase	sp|Q00796|DHSO_HUMAN Sorbitol dehydrogenase OS=Homo sapiens OX=9606 GN=SORD PE=1 SV=4				65662000.0		
Q00839;Q00839-2	Q00839;Q00839-2	HNRNPU	Heterogeneous nuclear ribonucleoprotein U	sp|Q00839|HNRPU_HUMAN Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6;sp|Q00839-2|HNRPU_HUMAN Isoform 2 of Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU				3644800000.0	2256100000.0	2560600000.0
Q01082;Q01082-2;Q01082-3;P11277-3;P11277;P11277-2	Q01082;Q01082-2;Q01082-3	SPTBN1	Spectrin beta chain, non-erythrocytic 1	sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;sp|Q01082-2|SPTB2_HUMAN Isoform Short of Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1;sp|Q01082-3|SPTB2_HUMAN Isoform 2 o				687980000.0	896520000.0	759850000.0
Q01085-2;Q01085	Q01085-2;Q01085	TIAL1	Nucleolysin TIAR	sp|Q01085-2|TIAR_HUMAN Isoform 2 of Nucleolysin TIAR OS=Homo sapiens OX=9606 GN=TIAL1;sp|Q01085|TIAR_HUMAN Nucleolysin TIAR OS=Homo sapiens OX=9606 GN=TIAL1 PE=1 SV=1				41093000.0	24961000.0	37007000.0
Q01105;Q01105-3;Q01105-4;P0DME0	Q01105;Q01105-3;Q01105-4;P0DME0	SET;SETSIP	Protein SET;Protein SETSIP	sp|Q01105|SET_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3;sp|Q01105-3|SET_HUMAN Isoform 3 of Protein SET OS=Homo sapiens OX=9606 GN=SET;sp|Q01105-4|SET_HUMAN Isoform 4 of Protein SET OS=Homo sapiens OX=9606 GN=SET;sp|P0DME0|SETLP_HUMAN Prote				712370000.0	433030000.0	729430000.0
Q01130;Q01130-2;Q9BRL6-2;Q9BRL6	Q01130;Q01130-2	SRSF2	Serine/arginine-rich splicing factor 2	sp|Q01130|SRSF2_HUMAN Serine/arginine-rich splicing factor 2 OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=4;sp|Q01130-2|SRSF2_HUMAN Isoform 2 of Serine/arginine-rich splicing factor 2 OS=Homo sapiens OX=9606 GN=SRSF2				519870000.0	382590000.0	387630000.0
Q01433-2;Q01433;Q01433-3;Q01433-5;Q01433-4	Q01433-2;Q01433;Q01433-3;Q01433-5;Q01433-4	AMPD2	AMP deaminase 2	sp|Q01433-2|AMPD2_HUMAN Isoform Ex1A-2-3 of AMP deaminase 2 OS=Homo sapiens OX=9606 GN=AMPD2;sp|Q01433|AMPD2_HUMAN AMP deaminase 2 OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2;sp|Q01433-3|AMPD2_HUMAN Isoform Ex1A-3 of AMP deaminase 2 OS=Homo sapiens OX=9606 						12060000.0
Q01518;Q01518-2;P40123-3;P40123-2;P40123	Q01518;Q01518-2	CAP1	Adenylyl cyclase-associated protein 1	sp|Q01518|CAP1_HUMAN Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5;sp|Q01518-2|CAP1_HUMAN Isoform 2 of Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1				579920000.0	699550000.0	509350000.0
Q01581	Q01581	HMGCS1	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	sp|Q01581|HMCS1_HUMAN Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=HMGCS1 PE=1 SV=2						9871600.0
Q01650;Q9UM01;Q92536	Q01650	SLC7A5	Large neutral amino acids transporter small subunit 1	sp|Q01650|LAT1_HUMAN Large neutral amino acids transporter small subunit 1 OS=Homo sapiens OX=9606 GN=SLC7A5 PE=1 SV=2				742920000.0	1090500000.0	1108000000.0
Q01780-2;Q01780	Q01780-2;Q01780	EXOSC10	Exosome component 10	sp|Q01780-2|EXOSX_HUMAN Isoform 2 of Exosome component 10 OS=Homo sapiens OX=9606 GN=EXOSC10;sp|Q01780|EXOSX_HUMAN Exosome component 10 OS=Homo sapiens OX=9606 GN=EXOSC10 PE=1 SV=2					25737000.0	
Q01813;Q01813-2	Q01813;Q01813-2	PFKP	ATP-dependent 6-phosphofructokinase, platelet type	sp|Q01813|PFKAP_HUMAN ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2;sp|Q01813-2|PFKAP_HUMAN Isoform 2 of ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP				726770000.0	257140000.0	658530000.0
Q01844-6;Q01844-3;Q01844;Q01844-5;Q01844-2;Q01844-4	Q01844-6;Q01844-3;Q01844;Q01844-5;Q01844-2	EWSR1	RNA-binding protein EWS	sp|Q01844-6|EWS_HUMAN Isoform 6 of RNA-binding protein EWS OS=Homo sapiens OX=9606 GN=EWSR1;sp|Q01844-3|EWS_HUMAN Isoform 3 of RNA-binding protein EWS OS=Homo sapiens OX=9606 GN=EWSR1;sp|Q01844|EWS_HUMAN RNA-binding protein EWS OS=Homo sapiens OX=9606 GN=E				225160000.0		
Q01968-2;Q01968	Q01968-2;Q01968	OCRL	Inositol polyphosphate 5-phosphatase OCRL-1	sp|Q01968-2|OCRL_HUMAN Isoform B of Inositol polyphosphate 5-phosphatase OCRL OS=Homo sapiens OX=9606 GN=OCRL;sp|Q01968|OCRL_HUMAN Inositol polyphosphate 5-phosphatase OCRL OS=Homo sapiens OX=9606 GN=OCRL PE=1 SV=3					6732300.0	
Q02543	Q02543	RPL18A	60S ribosomal protein L18a	sp|Q02543|RL18A_HUMAN 60S ribosomal protein L18a OS=Homo sapiens OX=9606 GN=RPL18A PE=1 SV=2				566870000.0	127920000.0	174960000.0
Q02790	Q02790	FKBP4	Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed	sp|Q02790|FKBP4_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens OX=9606 GN=FKBP4 PE=1 SV=3				922760000.0	1149600000.0	1480700000.0
Q02809;Q02809-2	Q02809;Q02809-2	PLOD1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	sp|Q02809|PLOD1_HUMAN Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens OX=9606 GN=PLOD1 PE=1 SV=2;sp|Q02809-2|PLOD1_HUMAN Isoform 2 of Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens OX=9606 GN=PLOD1				69985000.0		
Q02878	Q02878	RPL6	60S ribosomal protein L6	sp|Q02878|RL6_HUMAN 60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3				1077200000.0	1070100000.0	1218600000.0
Q02978;Q02978-2	Q02978;Q02978-2	SLC25A11	Mitochondrial 2-oxoglutarate/malate carrier protein	sp|Q02978|M2OM_HUMAN Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens OX=9606 GN=SLC25A11 PE=1 SV=3;sp|Q02978-2|M2OM_HUMAN Isoform 2 of Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens OX=9606 GN=SLC25A11				191760000.0	97463000.0	74739000.0
Q03252	Q03252	LMNB2	Lamin-B2	sp|Q03252|LMNB2_HUMAN Lamin-B2 OS=Homo sapiens OX=9606 GN=LMNB2 PE=1 SV=4				59875000.0	120330000.0	90173000.0
Q04637-8;Q04637-5;Q04637-4;Q04637-3;Q04637;Q04637-9;Q04637-7;Q04637-6;O43432-4;O43432;O43432-3	Q04637-8;Q04637-5;Q04637-4;Q04637-3;Q04637;Q04637-9;Q04637-7;Q04637-6	EIF4G1	Eukaryotic translation initiation factor 4 gamma 1	sp|Q04637-8|IF4G1_HUMAN Isoform 8 of Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens OX=9606 GN=EIF4G1;sp|Q04637-5|IF4G1_HUMAN Isoform D of Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens OX=9606 GN=EIF4G1;sp|Q04637-4|				564310000.0	428380000.0	362940000.0
Q04760;Q04760-2	Q04760;Q04760-2	GLO1	Lactoylglutathione lyase	sp|Q04760|LGUL_HUMAN Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1 PE=1 SV=4;sp|Q04760-2|LGUL_HUMAN Isoform 2 of Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1				301370000.0	280320000.0	181720000.0
Q04837	Q04837	SSBP1	Single-stranded DNA-binding protein, mitochondrial	sp|Q04837|SSBP_HUMAN Single-stranded DNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SSBP1 PE=1 SV=1				428990000.0	376550000.0	614330000.0
Q04917	Q04917	YWHAH	14-3-3 protein eta	sp|Q04917|1433F_HUMAN 14-3-3 protein eta OS=Homo sapiens OX=9606 GN=YWHAH PE=1 SV=4				121010000.0	228550000.0	220570000.0
Q04941	Q04941	PLP2	Proteolipid protein 2	sp|Q04941|PLP2_HUMAN Proteolipid protein 2 OS=Homo sapiens OX=9606 GN=PLP2 PE=1 SV=1					233070000.0	
Q05086-2;Q05086-3;Q05086	Q05086-2;Q05086-3;Q05086	UBE3A	Ubiquitin-protein ligase E3A	sp|Q05086-2|UBE3A_HUMAN Isoform I of Ubiquitin-protein ligase E3A OS=Homo sapiens OX=9606 GN=UBE3A;sp|Q05086-3|UBE3A_HUMAN Isoform III of Ubiquitin-protein ligase E3A OS=Homo sapiens OX=9606 GN=UBE3A;sp|Q05086|UBE3A_HUMAN Ubiquitin-protein ligase E3A OS=Ho					15717000.0	
Q05519-2;Q05519	Q05519-2;Q05519	SRSF11	Serine/arginine-rich splicing factor 11	sp|Q05519-2|SRS11_HUMAN Isoform 2 of Serine/arginine-rich splicing factor 11 OS=Homo sapiens OX=9606 GN=SRSF11;sp|Q05519|SRS11_HUMAN Serine/arginine-rich splicing factor 11 OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1				21341000.0		
Q05655;Q05655-2	Q05655;Q05655-2	PRKCD	Protein kinase C delta type;Protein kinase C delta type regulatory subunit;Protein kinase C delta type catalytic subunit	sp|Q05655|KPCD_HUMAN Protein kinase C delta type OS=Homo sapiens OX=9606 GN=PRKCD PE=1 SV=2;sp|Q05655-2|KPCD_HUMAN Isoform 2 of Protein kinase C delta type OS=Homo sapiens OX=9606 GN=PRKCD					12201000.0	
Q05682-5;Q05682-4	Q05682-5;Q05682-4	CALD1	Caldesmon	sp|Q05682-5|CALD1_HUMAN Isoform 5 of Caldesmon OS=Homo sapiens OX=9606 GN=CALD1;sp|Q05682-4|CALD1_HUMAN Isoform 4 of Caldesmon OS=Homo sapiens OX=9606 GN=CALD1				66316000.0	106380000.0	68562000.0
Q06124;Q06124-2;Q06124-3	Q06124;Q06124-2	PTPN11	Tyrosine-protein phosphatase non-receptor type 11	sp|Q06124|PTN11_HUMAN Tyrosine-protein phosphatase non-receptor type 11 OS=Homo sapiens OX=9606 GN=PTPN11 PE=1 SV=2;sp|Q06124-2|PTN11_HUMAN Isoform 2 of Tyrosine-protein phosphatase non-receptor type 11 OS=Homo sapiens OX=9606 GN=PTPN11					20633000.0	14434000.0
