Protein IDs	Majority protein IDs	Gene names	Protein names	Fasta headers	Only identified by site	Reverse	Potential contaminant	LFQ intensity DOC_1	LFQ intensity DOC_2	LFQ intensity DOC_3
Q99459	Q99459	CDC5L	Cell division cycle 5-like protein	sp|Q99459|CDC5L_HUMAN Cell division cycle 5-like protein OS=Homo sapiens OX=9606 GN=CDC5L PE=1 SV=2						35484000.0
Q99497	Q99497	PARK7	Protein deglycase DJ-1	sp|Q99497|PARK7_HUMAN Protein/nucleic acid deglycase DJ-1 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=2				306570000.0	725610000.0	753990000.0
Q99575	Q99575	POP1	Ribonucleases P/MRP protein subunit POP1	sp|Q99575|POP1_HUMAN Ribonucleases P/MRP protein subunit POP1 OS=Homo sapiens OX=9606 GN=POP1 PE=1 SV=2						10697000.0
Q99590-2;Q99590	Q99590-2;Q99590	SCAF11	Protein SCAF11	sp|Q99590-2|SCAFB_HUMAN Isoform 2 of Protein SCAF11 OS=Homo sapiens OX=9606 GN=SCAF11;sp|Q99590|SCAFB_HUMAN Protein SCAF11 OS=Homo sapiens OX=9606 GN=SCAF11 PE=1 SV=2				14560000.0	9429000.0	8753300.0
Q99613-2;Q99613;B5ME19	Q99613-2;Q99613;B5ME19	EIF3C;EIF3CL	Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein	sp|Q99613-2|EIF3C_HUMAN Isoform 2 of Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens OX=9606 GN=EIF3C;sp|Q99613|EIF3C_HUMAN Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens OX=9606 GN=EIF3C PE=1 SV=1;sp|B5ME19|EIFCL				100810000.0	308960000.0	212370000.0
Q99615;Q99615-2	Q99615;Q99615-2	DNAJC7	DnaJ homolog subfamily C member 7	sp|Q99615|DNJC7_HUMAN DnaJ homolog subfamily C member 7 OS=Homo sapiens OX=9606 GN=DNAJC7 PE=1 SV=2;sp|Q99615-2|DNJC7_HUMAN Isoform 2 of DnaJ homolog subfamily C member 7 OS=Homo sapiens OX=9606 GN=DNAJC7				48122000.0	63183000.0	67836000.0
Q99623;Q99623-2	Q99623;Q99623-2	PHB2	Prohibitin-2	sp|Q99623|PHB2_HUMAN Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2;sp|Q99623-2|PHB2_HUMAN Isoform 2 of Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2				623380000.0	702450000.0	821180000.0
Q99714;Q99714-2	Q99714;Q99714-2	HSD17B10	3-hydroxyacyl-CoA dehydrogenase type-2	sp|Q99714|HCD2_HUMAN 3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens OX=9606 GN=HSD17B10 PE=1 SV=3;sp|Q99714-2|HCD2_HUMAN Isoform 2 of 3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens OX=9606 GN=HSD17B10					162710000.0	184590000.0
Q99729-3;Q99729-2;Q99729-4;Q99729	Q99729-3;Q99729-2;Q99729-4;Q99729	HNRNPAB	Heterogeneous nuclear ribonucleoprotein A/B	sp|Q99729-3|ROAA_HUMAN Isoform 3 of Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB;sp|Q99729-2|ROAA_HUMAN Isoform 2 of Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB;sp|Q99729-4|ROAA_HUMAN Iso				80164000.0	271450000.0	217850000.0
Q99733;Q99733-2	Q99733;Q99733-2	NAP1L4	Nucleosome assembly protein 1-like 4	sp|Q99733|NP1L4_HUMAN Nucleosome assembly protein 1-like 4 OS=Homo sapiens OX=9606 GN=NAP1L4 PE=1 SV=1;sp|Q99733-2|NP1L4_HUMAN Isoform 2 of Nucleosome assembly protein 1-like 4 OS=Homo sapiens OX=9606 GN=NAP1L4					205420000.0	168110000.0
Q99798	Q99798	ACO2	Aconitate hydratase, mitochondrial	sp|Q99798|ACON_HUMAN Aconitate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=2					232110000.0	184660000.0
Q99805	Q99805	TM9SF2	Transmembrane 9 superfamily member 2	sp|Q99805|TM9S2_HUMAN Transmembrane 9 superfamily member 2 OS=Homo sapiens OX=9606 GN=TM9SF2 PE=1 SV=1				15809000.0		
Q99832;Q99832-3;Q99832-4;Q99832-2	Q99832;Q99832-3;Q99832-4;Q99832-2	CCT7	T-complex protein 1 subunit eta	sp|Q99832|TCPH_HUMAN T-complex protein 1 subunit eta OS=Homo sapiens OX=9606 GN=CCT7 PE=1 SV=2;sp|Q99832-3|TCPH_HUMAN Isoform 3 of T-complex protein 1 subunit eta OS=Homo sapiens OX=9606 GN=CCT7;sp|Q99832-4|TCPH_HUMAN Isoform 4 of T-complex protein 1 subun				303820000.0	739750000.0	911050000.0
Q99848	Q99848	EBNA1BP2	Probable rRNA-processing protein EBP2	sp|Q99848|EBP2_HUMAN Probable rRNA-processing protein EBP2 OS=Homo sapiens OX=9606 GN=EBNA1BP2 PE=1 SV=2				157420000.0	175250000.0	186170000.0
Q99933-4;Q99933-3;Q99933;Q99933-2	Q99933-4;Q99933-3;Q99933;Q99933-2	BAG1	BAG family molecular chaperone regulator 1	sp|Q99933-4|BAG1_HUMAN Isoform 4 of BAG family molecular chaperone regulator 1 OS=Homo sapiens OX=9606 GN=BAG1;sp|Q99933-3|BAG1_HUMAN Isoform 3 of BAG family molecular chaperone regulator 1 OS=Homo sapiens OX=9606 GN=BAG1;sp|Q99933|BAG1_HUMAN BAG family mo				31377000.0	43764000.0	
Q99996-4;Q99996-5;Q99996-3;Q99996;Q99996-1;Q99996-6	Q99996-4;Q99996-5;Q99996-3;Q99996;Q99996-1;Q99996-6	AKAP9	A-kinase anchor protein 9	sp|Q99996-4|AKAP9_HUMAN Isoform 4 of A-kinase anchor protein 9 OS=Homo sapiens OX=9606 GN=AKAP9;sp|Q99996-5|AKAP9_HUMAN Isoform 5 of A-kinase anchor protein 9 OS=Homo sapiens OX=9606 GN=AKAP9;sp|Q99996-3|AKAP9_HUMAN Isoform 3 of A-kinase anchor protein 9 O						890710.0
Q9BPZ3	Q9BPZ3	PAIP2	Polyadenylate-binding protein-interacting protein 2	sp|Q9BPZ3|PAIP2_HUMAN Polyadenylate-binding protein-interacting protein 2 OS=Homo sapiens OX=9606 GN=PAIP2 PE=1 SV=1					6481000.0	
Q9BQA1;Q9BQA1-2	Q9BQA1;Q9BQA1-2	WDR77	Methylosome protein 50	sp|Q9BQA1|MEP50_HUMAN Methylosome protein 50 OS=Homo sapiens OX=9606 GN=WDR77 PE=1 SV=1;sp|Q9BQA1-2|MEP50_HUMAN Isoform 2 of Methylosome protein 50 OS=Homo sapiens OX=9606 GN=WDR77						30970000.0
Q9BQE3	Q9BQE3	TUBA1C	Tubulin alpha-1C chain	sp|Q9BQE3|TBA1C_HUMAN Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1					228900000.0	300220000.0
Q9BQG0;Q9BQG0-2	Q9BQG0;Q9BQG0-2	MYBBP1A	Myb-binding protein 1A	sp|Q9BQG0|MBB1A_HUMAN Myb-binding protein 1A OS=Homo sapiens OX=9606 GN=MYBBP1A PE=1 SV=2;sp|Q9BQG0-2|MBB1A_HUMAN Isoform 2 of Myb-binding protein 1A OS=Homo sapiens OX=9606 GN=MYBBP1A				262150000.0	121180000.0	191790000.0
Q9BR76;A9Z1Z3-3	Q9BR76	CORO1B	Coronin-1B	sp|Q9BR76|COR1B_HUMAN Coronin-1B OS=Homo sapiens OX=9606 GN=CORO1B PE=1 SV=1						42670000.0
Q9BRA2	Q9BRA2	TXNDC17	Thioredoxin domain-containing protein 17	sp|Q9BRA2|TXD17_HUMAN Thioredoxin domain-containing protein 17 OS=Homo sapiens OX=9606 GN=TXNDC17 PE=1 SV=1					268270000.0	259560000.0
Q9BRK5;Q9BRK5-4;Q9BRK5-3;Q9BRK5-2;Q9BRK5-6;Q9BRK5-5	Q9BRK5;Q9BRK5-4;Q9BRK5-3;Q9BRK5-2;Q9BRK5-6	SDF4	45 kDa calcium-binding protein	sp|Q9BRK5|CAB45_HUMAN 45 kDa calcium-binding protein OS=Homo sapiens OX=9606 GN=SDF4 PE=1 SV=1;sp|Q9BRK5-4|CAB45_HUMAN Isoform 4 of 45 kDa calcium-binding protein OS=Homo sapiens OX=9606 GN=SDF4;sp|Q9BRK5-3|CAB45_HUMAN Isoform 3 of 45 kDa calcium-binding p						11440000.0
Q9BRP8-2	Q9BRP8-2	WIBG	Partner of Y14 and mago	sp|Q9BRP8-2|PYM1_HUMAN Isoform 2 of Partner of Y14 and mago OS=Homo sapiens OX=9606 GN=PYM1					61720000.0	61461000.0
Q9BS26	Q9BS26	ERP44	Endoplasmic reticulum resident protein 44	sp|Q9BS26|ERP44_HUMAN Endoplasmic reticulum resident protein 44 OS=Homo sapiens OX=9606 GN=ERP44 PE=1 SV=1					39180000.0	42041000.0
Q9BSV6	Q9BSV6	TSEN34	tRNA-splicing endonuclease subunit Sen34	sp|Q9BSV6|SEN34_HUMAN tRNA-splicing endonuclease subunit Sen34 OS=Homo sapiens OX=9606 GN=TSEN34 PE=1 SV=1						1855500.0
Q9BTT0-3;Q9BTT0;Q9BTT0-2	Q9BTT0-3;Q9BTT0	ANP32E	Acidic leucine-rich nuclear phosphoprotein 32 family member E	sp|Q9BTT0-3|AN32E_HUMAN Isoform 3 of Acidic leucine-rich nuclear phosphoprotein 32 family member E OS=Homo sapiens OX=9606 GN=ANP32E;sp|Q9BTT0|AN32E_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member E OS=Homo sapiens OX=9606 GN=ANP32E PE=1 				136190000.0	212810000.0	269250000.0
Q9BUF5	Q9BUF5	TUBB6	Tubulin beta-6 chain	sp|Q9BUF5|TBB6_HUMAN Tubulin beta-6 chain OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1					173220000.0	202430000.0
Q9BUP3-3;Q9BUP3;Q9BUP3-2	Q9BUP3-3;Q9BUP3;Q9BUP3-2	HTATIP2	Oxidoreductase HTATIP2	sp|Q9BUP3-3|HTAI2_HUMAN Isoform 3 of Oxidoreductase HTATIP2 OS=Homo sapiens OX=9606 GN=HTATIP2;sp|Q9BUP3|HTAI2_HUMAN Oxidoreductase HTATIP2 OS=Homo sapiens OX=9606 GN=HTATIP2 PE=1 SV=2;sp|Q9BUP3-2|HTAI2_HUMAN Isoform 2 of Oxidoreductase HTATIP2 OS=Homo sap						22728000.0
Q9BV38	Q9BV38	WDR18	WD repeat-containing protein 18	sp|Q9BV38|WDR18_HUMAN WD repeat-containing protein 18 OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=2					26343000.0	
Q9BV44	Q9BV44	THUMPD3	THUMP domain-containing protein 3	sp|Q9BV44|THUM3_HUMAN THUMP domain-containing protein 3 OS=Homo sapiens OX=9606 GN=THUMPD3 PE=1 SV=1				15329000.0		
Q9BVJ6-3;Q9BVJ6;Q9BVJ6-2;Q5TAP6	Q9BVJ6-3;Q9BVJ6;Q9BVJ6-2	UTP14A	U3 small nucleolar RNA-associated protein 14 homolog A	sp|Q9BVJ6-3|UT14A_HUMAN Isoform 3 of U3 small nucleolar RNA-associated protein 14 homolog A OS=Homo sapiens OX=9606 GN=UTP14A;sp|Q9BVJ6|UT14A_HUMAN U3 small nucleolar RNA-associated protein 14 homolog A OS=Homo sapiens OX=9606 GN=UTP14A PE=1 SV=1;sp|Q9BVJ6				33224000.0		
Q9BVK2-2;Q9BVK2	Q9BVK2-2;Q9BVK2	ALG8	Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase	sp|Q9BVK2-2|ALG8_HUMAN Isoform 2 of Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase OS=Homo sapiens OX=9606 GN=ALG8;sp|Q9BVK2|ALG8_HUMAN Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase OS=Homo sap						13257000.0
Q9BVK6	Q9BVK6	TMED9	Transmembrane emp24 domain-containing protein 9	sp|Q9BVK6|TMED9_HUMAN Transmembrane emp24 domain-containing protein 9 OS=Homo sapiens OX=9606 GN=TMED9 PE=1 SV=2					102290000.0	106440000.0
Q9BVP2-2;Q9BVP2	Q9BVP2-2;Q9BVP2	GNL3	Guanine nucleotide-binding protein-like 3	sp|Q9BVP2-2|GNL3_HUMAN Isoform 2 of Guanine nucleotide-binding protein-like 3 OS=Homo sapiens OX=9606 GN=GNL3;sp|Q9BVP2|GNL3_HUMAN Guanine nucleotide-binding protein-like 3 OS=Homo sapiens OX=9606 GN=GNL3 PE=1 SV=2					96079000.0	128070000.0
Q9BWF3;Q9BQ04;Q9BWF3-4;Q9BWF3-3;Q9BWF3-2	Q9BWF3;Q9BQ04;Q9BWF3-4;Q9BWF3-3;Q9BWF3-2	RBM4;RBM4B	RNA-binding protein 4;RNA-binding protein 4B	sp|Q9BWF3|RBM4_HUMAN RNA-binding protein 4 OS=Homo sapiens OX=9606 GN=RBM4 PE=1 SV=1;sp|Q9BQ04|RBM4B_HUMAN RNA-binding protein 4B OS=Homo sapiens OX=9606 GN=RBM4B PE=1 SV=1;sp|Q9BWF3-4|RBM4_HUMAN Isoform 4 of RNA-binding protein 4 OS=Homo sapiens OX=9606 G					89527000.0	141460000.0
Q9BXP5-4;Q9BXP5-2;Q9BXP5-3;Q9BXP5;Q9BXP5-5	Q9BXP5-4;Q9BXP5-2;Q9BXP5-3;Q9BXP5;Q9BXP5-5	SRRT	Serrate RNA effector molecule homolog	sp|Q9BXP5-4|SRRT_HUMAN Isoform 4 of Serrate RNA effector molecule homolog OS=Homo sapiens OX=9606 GN=SRRT;sp|Q9BXP5-2|SRRT_HUMAN Isoform 2 of Serrate RNA effector molecule homolog OS=Homo sapiens OX=9606 GN=SRRT;sp|Q9BXP5-3|SRRT_HUMAN Isoform 3 of Serrate 				115060000.0	67601000.0	70075000.0
Q9BY89	Q9BY89	KIAA1671	Uncharacterized protein KIAA1671	sp|Q9BY89|K1671_HUMAN Uncharacterized protein KIAA1671 OS=Homo sapiens OX=9606 GN=KIAA1671 PE=1 SV=2						1153600.0
Q9BYG3	Q9BYG3	NIFK	MKI67 FHA domain-interacting nucleolar phosphoprotein	sp|Q9BYG3|MK67I_HUMAN MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Homo sapiens OX=9606 GN=NIFK PE=1 SV=1				59913000.0	48926000.0	37026000.0
Q9BZE4;Q9BZE4-2;Q9BZE4-3	Q9BZE4;Q9BZE4-2;Q9BZE4-3	GTPBP4	Nucleolar GTP-binding protein 1	sp|Q9BZE4|NOG1_HUMAN Nucleolar GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=GTPBP4 PE=1 SV=3;sp|Q9BZE4-2|NOG1_HUMAN Isoform 2 of Nucleolar GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=GTPBP4;sp|Q9BZE4-3|NOG1_HUMAN Isoform 3 of Nucleolar GTP-binding				152170000.0	85317000.0	84064000.0
Q9GZR7-2;Q9GZR7	Q9GZR7-2;Q9GZR7	DDX24	ATP-dependent RNA helicase DDX24	sp|Q9GZR7-2|DDX24_HUMAN Isoform 2 of ATP-dependent RNA helicase DDX24 OS=Homo sapiens OX=9606 GN=DDX24;sp|Q9GZR7|DDX24_HUMAN ATP-dependent RNA helicase DDX24 OS=Homo sapiens OX=9606 GN=DDX24 PE=1 SV=1					4882100.0	
Q9GZS3	Q9GZS3	WDR61	WD repeat-containing protein 61;WD repeat-containing protein 61, N-terminally processed	sp|Q9GZS3|WDR61_HUMAN WD repeat-containing protein 61 OS=Homo sapiens OX=9606 GN=WDR61 PE=1 SV=1					68076000.0	85774000.0
Q9GZT3-2;Q9GZT3	Q9GZT3-2;Q9GZT3	SLIRP	SRA stem-loop-interacting RNA-binding protein, mitochondrial	sp|Q9GZT3-2|SLIRP_HUMAN Isoform 2 of SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP;sp|Q9GZT3|SLIRP_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1				70071000.0		
Q9H074-3;Q9H074-2;Q9H074	Q9H074-3;Q9H074-2;Q9H074	PAIP1	Polyadenylate-binding protein-interacting protein 1	sp|Q9H074-3|PAIP1_HUMAN Isoform 3 of Polyadenylate-binding protein-interacting protein 1 OS=Homo sapiens OX=9606 GN=PAIP1;sp|Q9H074-2|PAIP1_HUMAN Isoform 2 of Polyadenylate-binding protein-interacting protein 1 OS=Homo sapiens OX=9606 GN=PAIP1;sp|Q9H074|PA				81269000.0	97267000.0	91137000.0
Q9H267-2;Q9H267	Q9H267-2;Q9H267	VPS33B	Vacuolar protein sorting-associated protein 33B	sp|Q9H267-2|VP33B_HUMAN Isoform 2 of Vacuolar protein sorting-associated protein 33B OS=Homo sapiens OX=9606 GN=VPS33B;sp|Q9H267|VP33B_HUMAN Vacuolar protein sorting-associated protein 33B OS=Homo sapiens OX=9606 GN=VPS33B PE=1 SV=2				5193600.0		
Q9H2G2-2;Q9H2G2;O94804	Q9H2G2-2;Q9H2G2	SLK	STE20-like serine/threonine-protein kinase	sp|Q9H2G2-2|SLK_HUMAN Isoform 2 of STE20-like serine/threonine-protein kinase OS=Homo sapiens OX=9606 GN=SLK;sp|Q9H2G2|SLK_HUMAN STE20-like serine/threonine-protein kinase OS=Homo sapiens OX=9606 GN=SLK PE=1 SV=1				42484000.0	35198000.0	31546000.0
Q9H2H8;Q9H2H8-2	Q9H2H8;Q9H2H8-2	PPIL3	Peptidyl-prolyl cis-trans isomerase-like 3	sp|Q9H2H8|PPIL3_HUMAN Peptidyl-prolyl cis-trans isomerase-like 3 OS=Homo sapiens OX=9606 GN=PPIL3 PE=1 SV=1;sp|Q9H2H8-2|PPIL3_HUMAN Isoform 2 of Peptidyl-prolyl cis-trans isomerase-like 3 OS=Homo sapiens OX=9606 GN=PPIL3						24280000.0
Q9H2H9	Q9H2H9	SLC38A1	Sodium-coupled neutral amino acid transporter 1	sp|Q9H2H9|S38A1_HUMAN Sodium-coupled neutral amino acid transporter 1 OS=Homo sapiens OX=9606 GN=SLC38A1 PE=1 SV=1				3227100.0		
Q9H2P9-3;Q9H2P9-2;Q9H2P9-6;Q9H2P9-4;Q9H2P9;Q9H2P9-5	Q9H2P9-3;Q9H2P9-2;Q9H2P9-6;Q9H2P9-4;Q9H2P9;Q9H2P9-5	DPH5	Diphthine synthase	sp|Q9H2P9-3|DPH5_HUMAN Isoform 3 of Diphthine methyl ester synthase OS=Homo sapiens OX=9606 GN=DPH5;sp|Q9H2P9-2|DPH5_HUMAN Isoform 2 of Diphthine methyl ester synthase OS=Homo sapiens OX=9606 GN=DPH5;sp|Q9H2P9-6|DPH5_HUMAN Isoform 6 of Diphthine methyl est						23735000.0
Q9H2U2;Q9H2U2-2;Q9H2U2-6;Q9H2U2-3;Q9H2U2-4	Q9H2U2;Q9H2U2-2;Q9H2U2-6;Q9H2U2-3	PPA2	Inorganic pyrophosphatase 2, mitochondrial	sp|Q9H2U2|IPYR2_HUMAN Inorganic pyrophosphatase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PPA2 PE=1 SV=2;sp|Q9H2U2-2|IPYR2_HUMAN Isoform 2 of Inorganic pyrophosphatase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PPA2;sp|Q9H2U2-6|IPYR2_HUMAN Isoform 5 of 				27404000.0		
Q9H307	Q9H307	PNN	Pinin	sp|Q9H307|PININ_HUMAN Pinin OS=Homo sapiens OX=9606 GN=PNN PE=1 SV=5				48467000.0	42562000.0	
Q9H3K6;Q9H3K6-2	Q9H3K6;Q9H3K6-2	BOLA2	BolA-like protein 2	sp|Q9H3K6|BOLA2_HUMAN BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2 PE=1 SV=1;sp|Q9H3K6-2|BOLA2_HUMAN Isoform 2 of BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2						57225000.0
Q9H3N1	Q9H3N1	TMX1	Thioredoxin-related transmembrane protein 1	sp|Q9H3N1|TMX1_HUMAN Thioredoxin-related transmembrane protein 1 OS=Homo sapiens OX=9606 GN=TMX1 PE=1 SV=1					52567000.0	
Q9H4A4	Q9H4A4	RNPEP	Aminopeptidase B	sp|Q9H4A4|AMPB_HUMAN Aminopeptidase B OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=2				24682000.0	97069000.0	185110000.0
Q9H583	Q9H583	HEATR1	HEAT repeat-containing protein 1;HEAT repeat-containing protein 1, N-terminally processed	sp|Q9H583|HEAT1_HUMAN HEAT repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=HEATR1 PE=1 SV=3				63964000.0	57576000.0	51245000.0
Q9H7N4	Q9H7N4	SCAF1	Splicing factor, arginine/serine-rich 19	sp|Q9H7N4|SFR19_HUMAN Splicing factor, arginine/serine-rich 19 OS=Homo sapiens OX=9606 GN=SCAF1 PE=1 SV=3				1883900.0		
Q9H910-3;Q9H910;Q9H910-2	Q9H910-3;Q9H910;Q9H910-2	HN1L	Hematological and neurological expressed 1-like protein	sp|Q9H910-3|JUPI2_HUMAN Isoform 3 of Jupiter microtubule associated homolog 2 OS=Homo sapiens OX=9606 GN=JPT2;sp|Q9H910|JUPI2_HUMAN Jupiter microtubule associated homolog 2 OS=Homo sapiens OX=9606 GN=JPT2 PE=1 SV=1;sp|Q9H910-2|JUPI2_HUMAN Isoform 2 of Jupi						66834000.0
Q9H993	Q9H993	ARMT1	Protein-glutamate O-methyltransferase	sp|Q9H993|ARMT1_HUMAN Damage-control phosphatase ARMT1 OS=Homo sapiens OX=9606 GN=ARMT1 PE=1 SV=1					5493100.0	
Q9H9A5-2;Q9H9A5;Q9H9A5-6;Q9H9A5-5;Q9H9A5-4;Q9H9A5-3	Q9H9A5-2;Q9H9A5;Q9H9A5-6;Q9H9A5-5;Q9H9A5-4;Q9H9A5-3	CNOT10	CCR4-NOT transcription complex subunit 10	sp|Q9H9A5-2|CNO10_HUMAN Isoform 2 of CCR4-NOT transcription complex subunit 10 OS=Homo sapiens OX=9606 GN=CNOT10;sp|Q9H9A5|CNO10_HUMAN CCR4-NOT transcription complex subunit 10 OS=Homo sapiens OX=9606 GN=CNOT10 PE=1 SV=1;sp|Q9H9A5-6|CNO10_HUMAN Isoform 6 o						2945400.0
Q9H9A6	Q9H9A6	LRRC40	Leucine-rich repeat-containing protein 40	sp|Q9H9A6|LRC40_HUMAN Leucine-rich repeat-containing protein 40 OS=Homo sapiens OX=9606 GN=LRRC40 PE=1 SV=1					72375000.0	99807000.0
Q9H9B4	Q9H9B4	SFXN1	Sideroflexin-1	sp|Q9H9B4|SFXN1_HUMAN Sideroflexin-1 OS=Homo sapiens OX=9606 GN=SFXN1 PE=1 SV=4					122200000.0	169660000.0
Q9H9T3-2;Q9H9T3;Q9H9T3-4;Q9H9T3-5	Q9H9T3-2;Q9H9T3;Q9H9T3-4;Q9H9T3-5	ELP3	Elongator complex protein 3	sp|Q9H9T3-2|ELP3_HUMAN Isoform 2 of Elongator complex protein 3 OS=Homo sapiens OX=9606 GN=ELP3;sp|Q9H9T3|ELP3_HUMAN Elongator complex protein 3 OS=Homo sapiens OX=9606 GN=ELP3 PE=1 SV=2;sp|Q9H9T3-4|ELP3_HUMAN Isoform 3 of Elongator complex protein 3 OS=Ho					10834000.0	
Q9HAV0	Q9HAV0	GNB4	Guanine nucleotide-binding protein subunit beta-4	sp|Q9HAV0|GBB4_HUMAN Guanine nucleotide-binding protein subunit beta-4 OS=Homo sapiens OX=9606 GN=GNB4 PE=1 SV=3				35789000.0	24123000.0	
Q9HAV7	Q9HAV7	GRPEL1	GrpE protein homolog 1, mitochondrial	sp|Q9HAV7|GRPE1_HUMAN GrpE protein homolog 1, mitochondrial OS=Homo sapiens OX=9606 GN=GRPEL1 PE=1 SV=2				91379000.0		57560000.0
Q9HB71;Q9HB71-3;Q9HB71-2	Q9HB71;Q9HB71-3	CACYBP	Calcyclin-binding protein	sp|Q9HB71|CYBP_HUMAN Calcyclin-binding protein OS=Homo sapiens OX=9606 GN=CACYBP PE=1 SV=2;sp|Q9HB71-3|CYBP_HUMAN Isoform 3 of Calcyclin-binding protein OS=Homo sapiens OX=9606 GN=CACYBP				257890000.0	307280000.0	255100000.0
Q9HC35;Q9HC35-2	Q9HC35;Q9HC35-2	EML4	Echinoderm microtubule-associated protein-like 4	sp|Q9HC35|EMAL4_HUMAN Echinoderm microtubule-associated protein-like 4 OS=Homo sapiens OX=9606 GN=EML4 PE=1 SV=3;sp|Q9HC35-2|EMAL4_HUMAN Isoform 2 of Echinoderm microtubule-associated protein-like 4 OS=Homo sapiens OX=9606 GN=EML4					9284800.0	9000200.0
Q9NPD8	Q9NPD8	UBE2T	Ubiquitin-conjugating enzyme E2 T	sp|Q9NPD8|UBE2T_HUMAN Ubiquitin-conjugating enzyme E2 T OS=Homo sapiens OX=9606 GN=UBE2T PE=1 SV=1					31733000.0	35757000.0
Q9NQZ2	Q9NQZ2	UTP3	Something about silencing protein 10	sp|Q9NQZ2|SAS10_HUMAN Something about silencing protein 10 OS=Homo sapiens OX=9606 GN=UTP3 PE=1 SV=1					21954000.0	
Q9NR30;Q9NR30-2	Q9NR30;Q9NR30-2	DDX21	Nucleolar RNA helicase 2	sp|Q9NR30|DDX21_HUMAN Nucleolar RNA helicase 2 OS=Homo sapiens OX=9606 GN=DDX21 PE=1 SV=5;sp|Q9NR30-2|DDX21_HUMAN Isoform 2 of Nucleolar RNA helicase 2 OS=Homo sapiens OX=9606 GN=DDX21				136940000.0	423830000.0	355760000.0
Q9NR50-3;Q9NR50-2;Q9NR50	Q9NR50-3;Q9NR50-2;Q9NR50	EIF2B3	Translation initiation factor eIF-2B subunit gamma	sp|Q9NR50-3|EI2BG_HUMAN Isoform 3 of Translation initiation factor eIF-2B subunit gamma OS=Homo sapiens OX=9606 GN=EIF2B3;sp|Q9NR50-2|EI2BG_HUMAN Isoform 2 of Translation initiation factor eIF-2B subunit gamma OS=Homo sapiens OX=9606 GN=EIF2B3;sp|Q9NR50|EI						1831300.0
Q9NS69	Q9NS69	TOMM22	Mitochondrial import receptor subunit TOM22 homolog	sp|Q9NS69|TOM22_HUMAN Mitochondrial import receptor subunit TOM22 homolog OS=Homo sapiens OX=9606 GN=TOMM22 PE=1 SV=3				46021000.0	103920000.0	102130000.0
Q9NS86	Q9NS86	LANCL2	LanC-like protein 2	sp|Q9NS86|LANC2_HUMAN LanC-like protein 2 OS=Homo sapiens OX=9606 GN=LANCL2 PE=1 SV=1						5253600.0
Q9NSD9;Q9NSD9-2	Q9NSD9;Q9NSD9-2	FARSB	Phenylalanine--tRNA ligase beta subunit	sp|Q9NSD9|SYFB_HUMAN Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens OX=9606 GN=FARSB PE=1 SV=3;sp|Q9NSD9-2|SYFB_HUMAN Isoform 2 of Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens OX=9606 GN=FARSB				146320000.0	121520000.0	131300000.0
Q9NT62;Q9NT62-2	Q9NT62;Q9NT62-2	ATG3	Ubiquitin-like-conjugating enzyme ATG3	sp|Q9NT62|ATG3_HUMAN Ubiquitin-like-conjugating enzyme ATG3 OS=Homo sapiens OX=9606 GN=ATG3 PE=1 SV=1;sp|Q9NT62-2|ATG3_HUMAN Isoform 2 of Ubiquitin-like-conjugating enzyme ATG3 OS=Homo sapiens OX=9606 GN=ATG3						64754000.0
