Protein IDs	Majority protein IDs	Gene names	Protein names	Fasta headers	Only identified by site	Reverse	Potential contaminant	LFQ intensity DOC_1	LFQ intensity DOC_2	LFQ intensity DOC_3
O75475;O75475-3;O75475-2;Q9Y3E1	O75475;O75475-3;O75475-2	PSIP1	PC4 and SFRS1-interacting protein	sp|O75475|PSIP1_HUMAN PC4 and SFRS1-interacting protein OS=Homo sapiens OX=9606 GN=PSIP1 PE=1 SV=1;sp|O75475-3|PSIP1_HUMAN Isoform 3 of PC4 and SFRS1-interacting protein OS=Homo sapiens OX=9606 GN=PSIP1;sp|O75475-2|PSIP1_HUMAN Isoform 2 of PC4 and SFRS1-in				42668000.0	127500000.0	172730000.0
O75489;O75489-2	O75489	NDUFS3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	sp|O75489|NDUS3_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS3 PE=1 SV=1					60489000.0	77225000.0
O75494-5;O75494-4;O75494-6;O75494-3;O75494-2;O75494;Q8WXF0	O75494-5;O75494-4;O75494-6;O75494-3;O75494-2;O75494	SRSF10	Serine/arginine-rich splicing factor 10	sp|O75494-5|SRS10_HUMAN Isoform 5 of Serine/arginine-rich splicing factor 10 OS=Homo sapiens OX=9606 GN=SRSF10;sp|O75494-4|SRS10_HUMAN Isoform 4 of Serine/arginine-rich splicing factor 10 OS=Homo sapiens OX=9606 GN=SRSF10;sp|O75494-6|SRS10_HUMAN Isoform 6 					53170000.0	
O75521-2;O75521	O75521-2;O75521	ECI2	Enoyl-CoA delta isomerase 2, mitochondrial	sp|O75521-2|ECI2_HUMAN Isoform 2 of Enoyl-CoA delta isomerase 2, mitochondrial OS=Homo sapiens OX=9606 GN=ECI2;sp|O75521|ECI2_HUMAN Enoyl-CoA delta isomerase 2, mitochondrial OS=Homo sapiens OX=9606 GN=ECI2 PE=1 SV=4					108500000.0	91281000.0
O75531	O75531	BANF1	Barrier-to-autointegration factor;Barrier-to-autointegration factor, N-terminally processed	sp|O75531|BAF_HUMAN Barrier-to-autointegration factor OS=Homo sapiens OX=9606 GN=BANF1 PE=1 SV=1				215980000.0		162470000.0
O75533;O75533-2	O75533	SF3B1	Splicing factor 3B subunit 1	sp|O75533|SF3B1_HUMAN Splicing factor 3B subunit 1 OS=Homo sapiens OX=9606 GN=SF3B1 PE=1 SV=3				161310000.0	197790000.0	205300000.0
O75592-2;O75592	O75592-2;O75592	MYCBP2	E3 ubiquitin-protein ligase MYCBP2	sp|O75592-2|MYCB2_HUMAN Isoform 2 of E3 ubiquitin-protein ligase MYCBP2 OS=Homo sapiens OX=9606 GN=MYCBP2;sp|O75592|MYCB2_HUMAN E3 ubiquitin-protein ligase MYCBP2 OS=Homo sapiens OX=9606 GN=MYCBP2 PE=1 SV=4				3267600.0		
O75643;O75643-2	O75643	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase	sp|O75643|U520_HUMAN U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens OX=9606 GN=SNRNP200 PE=1 SV=2					238130000.0	275460000.0
O75694;O75694-2	O75694;O75694-2	NUP155	Nuclear pore complex protein Nup155	sp|O75694|NU155_HUMAN Nuclear pore complex protein Nup155 OS=Homo sapiens OX=9606 GN=NUP155 PE=1 SV=1;sp|O75694-2|NU155_HUMAN Isoform 2 of Nuclear pore complex protein Nup155 OS=Homo sapiens OX=9606 GN=NUP155				124860000.0	82147000.0	
O75787-2;O75787	O75787-2;O75787	ATP6AP2	Renin receptor	sp|O75787-2|RENR_HUMAN Isoform 2 of Renin receptor OS=Homo sapiens OX=9606 GN=ATP6AP2;sp|O75787|RENR_HUMAN Renin receptor OS=Homo sapiens OX=9606 GN=ATP6AP2 PE=1 SV=2						14295000.0
O75821	O75821	EIF3G	Eukaryotic translation initiation factor 3 subunit G	sp|O75821|EIF3G_HUMAN Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens OX=9606 GN=EIF3G PE=1 SV=2				53066000.0	136760000.0	121120000.0
O75822;O75822-2;O75822-3	O75822;O75822-2;O75822-3	EIF3J	Eukaryotic translation initiation factor 3 subunit J	sp|O75822|EIF3J_HUMAN Eukaryotic translation initiation factor 3 subunit J OS=Homo sapiens OX=9606 GN=EIF3J PE=1 SV=2;sp|O75822-2|EIF3J_HUMAN Isoform 2 of Eukaryotic translation initiation factor 3 subunit J OS=Homo sapiens OX=9606 GN=EIF3J;sp|O75822-3|EIF				77865000.0	122370000.0	105360000.0
O75874	O75874	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	sp|O75874|IDHC_HUMAN Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=2				143520000.0	206800000.0	272270000.0
O75909-1;O75909;O75909-4	O75909-1;O75909;O75909-4	CCNK	Cyclin-K	sp|O75909-1|CCNK_HUMAN Isoform 3 of Cyclin-K OS=Homo sapiens OX=9606 GN=CCNK;sp|O75909|CCNK_HUMAN Cyclin-K OS=Homo sapiens OX=9606 GN=CCNK PE=1 SV=2;sp|O75909-4|CCNK_HUMAN Isoform 4 of Cyclin-K OS=Homo sapiens OX=9606 GN=CCNK						2555100.0
O75947;O75947-2	O75947;O75947-2	ATP5H	ATP synthase subunit d, mitochondrial	sp|O75947|ATP5H_HUMAN ATP synthase subunit d, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PD PE=1 SV=3;sp|O75947-2|ATP5H_HUMAN Isoform 2 of ATP synthase subunit d, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PD					203530000.0	317140000.0
O75964	O75964	ATP5L	ATP synthase subunit g, mitochondrial	sp|O75964|ATP5L_HUMAN ATP synthase subunit g, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MG PE=1 SV=3					110190000.0	81999000.0
O76021;O76021-2	O76021;O76021-2	RSL1D1	Ribosomal L1 domain-containing protein 1	sp|O76021|RL1D1_HUMAN Ribosomal L1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RSL1D1 PE=1 SV=3;sp|O76021-2|RL1D1_HUMAN Isoform 2 of Ribosomal L1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RSL1D1				363580000.0	214070000.0	227130000.0
O76070;Q16143	O76070	SNCG	Gamma-synuclein	sp|O76070|SYUG_HUMAN Gamma-synuclein OS=Homo sapiens OX=9606 GN=SNCG PE=1 SV=2				186760000.0	254640000.0	306550000.0
O94826	O94826	TOMM70A	Mitochondrial import receptor subunit TOM70	sp|O94826|TOM70_HUMAN Mitochondrial import receptor subunit TOM70 OS=Homo sapiens OX=9606 GN=TOMM70 PE=1 SV=1						75664000.0
O94906;O94906-2	O94906;O94906-2	PRPF6	Pre-mRNA-processing factor 6	sp|O94906|PRP6_HUMAN Pre-mRNA-processing factor 6 OS=Homo sapiens OX=9606 GN=PRPF6 PE=1 SV=1;sp|O94906-2|PRP6_HUMAN Isoform 2 of Pre-mRNA-processing factor 6 OS=Homo sapiens OX=9606 GN=PRPF6					71743000.0	56123000.0
O94979-6;O94979-3;O94979-10;O94979-4;O94979-9;O94979-2;O94979;O94979-8;O94979-7;O94979-5	O94979-6;O94979-3;O94979-10;O94979-4;O94979-9;O94979-2;O94979;O94979-8;O94979-7;O94979-5	SEC31A	Protein transport protein Sec31A	sp|O94979-6|SC31A_HUMAN Isoform 6 of Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A;sp|O94979-3|SC31A_HUMAN Isoform 3 of Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A;sp|O94979-10|SC31A_HUMAN Isoform 10 of Protein t				98673000.0	89484000.0	82424000.0
O95202;O95202-2;O95202-3	O95202	LETM1	LETM1 and EF-hand domain-containing protein 1, mitochondrial	sp|O95202|LETM1_HUMAN Mitochondrial proton/calcium exchanger protein OS=Homo sapiens OX=9606 GN=LETM1 PE=1 SV=1						72518000.0
O95336	O95336	PGLS	6-phosphogluconolactonase	sp|O95336|6PGL_HUMAN 6-phosphogluconolactonase OS=Homo sapiens OX=9606 GN=PGLS PE=1 SV=2					52992000.0	51262000.0
O95373	O95373	IPO7	Importin-7	sp|O95373|IPO7_HUMAN Importin-7 OS=Homo sapiens OX=9606 GN=IPO7 PE=1 SV=1					77802000.0	131510000.0
O95433;O95433-2	O95433;O95433-2	AHSA1	Activator of 90 kDa heat shock protein ATPase homolog 1	sp|O95433|AHSA1_HUMAN Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Homo sapiens OX=9606 GN=AHSA1 PE=1 SV=1;sp|O95433-2|AHSA1_HUMAN Isoform 2 of Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Homo sapiens OX=9606 GN=AHSA1						74243000.0
O95466;O95466-2;O95466-3	O95466;O95466-2;O95466-3	FMNL1	Formin-like protein 1	sp|O95466|FMNL1_HUMAN Formin-like protein 1 OS=Homo sapiens OX=9606 GN=FMNL1 PE=1 SV=3;sp|O95466-2|FMNL1_HUMAN Isoform 2 of Formin-like protein 1 OS=Homo sapiens OX=9606 GN=FMNL1;sp|O95466-3|FMNL1_HUMAN Isoform 3 of Formin-like protein 1 OS=Homo sapiens OX					1526300.0	
O95573	O95573	ACSL3	Long-chain-fatty-acid--CoA ligase 3	sp|O95573|ACSL3_HUMAN Long-chain-fatty-acid--CoA ligase 3 OS=Homo sapiens OX=9606 GN=ACSL3 PE=1 SV=3				107870000.0		169120000.0
O95672-2;O95672	O95672-2;O95672	ECEL1	Endothelin-converting enzyme-like 1	sp|O95672-2|ECEL1_HUMAN Isoform 2 of Endothelin-converting enzyme-like 1 OS=Homo sapiens OX=9606 GN=ECEL1;sp|O95672|ECEL1_HUMAN Endothelin-converting enzyme-like 1 OS=Homo sapiens OX=9606 GN=ECEL1 PE=1 SV=3						7659000.0
O95777	O95777	LSM8	U6 snRNA-associated Sm-like protein LSm8	sp|O95777|LSM8_HUMAN U6 snRNA-associated Sm-like protein LSm8 OS=Homo sapiens OX=9606 GN=LSM8 PE=1 SV=3					17219000.0	
O95831-3;O95831;O95831-2;O95831-5;O95831-6;O95831-4	O95831-3;O95831;O95831-2	AIFM1	Apoptosis-inducing factor 1, mitochondrial	sp|O95831-3|AIFM1_HUMAN Isoform 3 of Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens OX=9606 GN=AIFM1;sp|O95831|AIFM1_HUMAN Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens OX=9606 GN=AIFM1 PE=1 SV=1;sp|O95831-2|AIFM1_HUMAN Isoform 2 o				264650000.0	252450000.0	257390000.0
O95861;O95861-2;O95861-4;O95861-3	O95861;O95861-2;O95861-4;O95861-3	BPNT1	3(2),5-bisphosphate nucleotidase 1	sp|O95861|BPNT1_HUMAN 3(2),5-bisphosphate nucleotidase 1 OS=Homo sapiens OX=9606 GN=BPNT1 PE=1 SV=1;sp|O95861-2|BPNT1_HUMAN Isoform 2 of 3(2),5-bisphosphate nucleotidase 1 OS=Homo sapiens OX=9606 GN=BPNT1;sp|O95861-4|BPNT1_HUMAN Isoform 4 of 3(2),5					51357000.0	66180000.0
O96005-4;O96005	O96005-4;O96005	CLPTM1	Cleft lip and palate transmembrane protein 1	sp|O96005-4|CLPT1_HUMAN Isoform 3 of Cleft lip and palate transmembrane protein 1 OS=Homo sapiens OX=9606 GN=CLPTM1;sp|O96005|CLPT1_HUMAN Cleft lip and palate transmembrane protein 1 OS=Homo sapiens OX=9606 GN=CLPTM1 PE=1 SV=1						2951500.0
P00338;P00338-3;P00338-4;P00338-5;P00338-2;Q6ZMR3;P07864	P00338;P00338-3;P00338-4;P00338-5;P00338-2	LDHA	L-lactate dehydrogenase A chain	sp|P00338|LDHA_HUMAN L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2;sp|P00338-3|LDHA_HUMAN Isoform 3 of L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA;sp|P00338-4|LDHA_HUMAN Isoform 4 of L-lactate dehydrogenase A				2271000000.0	3826700000.0	4307200000.0
P00387-2;P00387;P00387-3	P00387-2;P00387;P00387-3	CYB5R3	NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form	sp|P00387-2|NB5R3_HUMAN Isoform 2 of NADH-cytochrome b5 reductase 3 OS=Homo sapiens OX=9606 GN=CYB5R3;sp|P00387|NB5R3_HUMAN NADH-cytochrome b5 reductase 3 OS=Homo sapiens OX=9606 GN=CYB5R3 PE=1 SV=3;sp|P00387-3|NB5R3_HUMAN Isoform 3 of NADH-cytochrome b5 r					131560000.0	150030000.0
P00403	P00403	MT-CO2	Cytochrome c oxidase subunit 2	sp|P00403|COX2_HUMAN Cytochrome c oxidase subunit 2 OS=Homo sapiens OX=9606 GN=MT-CO2 PE=1 SV=1					264000000.0	281010000.0
P00441	P00441	SOD1	Superoxide dismutase [Cu-Zn]	sp|P00441|SODC_HUMAN Superoxide dismutase [Cu-Zn] OS=Homo sapiens OX=9606 GN=SOD1 PE=1 SV=2				1129800000.0	392490000.0	521950000.0
P00491	P00491	PNP	Purine nucleoside phosphorylase	sp|P00491|PNPH_HUMAN Purine nucleoside phosphorylase OS=Homo sapiens OX=9606 GN=PNP PE=1 SV=2				164630000.0		193030000.0
P00492	P00492	HPRT1	Hypoxanthine-guanine phosphoribosyltransferase	sp|P00492|HPRT_HUMAN Hypoxanthine-guanine phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=HPRT1 PE=1 SV=2				207340000.0	152810000.0	156370000.0
P00505;P00505-2	P00505;P00505-2	GOT2	Aspartate aminotransferase, mitochondrial	sp|P00505|AATM_HUMAN Aspartate aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=GOT2 PE=1 SV=3;sp|P00505-2|AATM_HUMAN Isoform 2 of Aspartate aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=GOT2				51415000.0	318300000.0	344590000.0
P00558;P00558-2	P00558;P00558-2	PGK1	Phosphoglycerate kinase 1	sp|P00558|PGK1_HUMAN Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3;sp|P00558-2|PGK1_HUMAN Isoform 2 of Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1				1857200000.0	6891500000.0	7162200000.0
P00966	P00966	ASS1	Argininosuccinate synthase	sp|P00966|ASSY_HUMAN Argininosuccinate synthase OS=Homo sapiens OX=9606 GN=ASS1 PE=1 SV=2				647000000.0	893630000.0	801310000.0
P02545;P02545-6;P02545-3;P02545-5;P02545-4	P02545;P02545-6;P02545-3;P02545-5;P02545-4	LMNA	Prelamin-A/C;Lamin-A/C	sp|P02545|LMNA_HUMAN Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1;sp|P02545-6|LMNA_HUMAN Isoform 6 of Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA;sp|P02545-3|LMNA_HUMAN Isoform ADelta10 of Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA;sp|P02545-5				2208000000.0	3798100000.0	3529300000.0
P02786;Q9UP52-2;Q9UP52-3;Q9UP52	P02786	TFRC	Transferrin receptor protein 1;Transferrin receptor protein 1, serum form	sp|P02786|TFR1_HUMAN Transferrin receptor protein 1 OS=Homo sapiens OX=9606 GN=TFRC PE=1 SV=2				347780000.0	443450000.0	480740000.0
P04040	P04040	CAT	Catalase	sp|P04040|CATA_HUMAN Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3				116230000.0	109620000.0	99455000.0
P04080	P04080	CSTB	Cystatin-B	sp|P04080|CYTB_HUMAN Cystatin-B OS=Homo sapiens OX=9606 GN=CSTB PE=1 SV=2					352550000.0	378490000.0
P04083	P04083	ANXA1	Annexin A1	sp|P04083|ANXA1_HUMAN Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2				231360000.0	619490000.0	650310000.0
P04406;O14556	P04406	GAPDH	Glyceraldehyde-3-phosphate dehydrogenase	sp|P04406|G3P_HUMAN Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3				2558600000.0	8405900000.0	9547300000.0
P04632;Q96L46	P04632	CAPNS1	Calpain small subunit 1	sp|P04632|CPNS1_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1					52338000.0	54902000.0
P04792	P04792	HSPB1	Heat shock protein beta-1	sp|P04792|HSPB1_HUMAN Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2				457340000.0	642400000.0	875040000.0
P04843	P04843	RPN1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	sp|P04843|RPN1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=RPN1 PE=1 SV=1				135000000.0	553120000.0	621800000.0
P05023-4;P05023;P05023-3;P05023-2;P13637;P13637-2;P13637-3;P50993;Q13733;P20648;P54707;P54707-2	P05023-4;P05023;P05023-3;P05023-2	ATP1A1	Sodium/potassium-transporting ATPase subunit alpha-1	sp|P05023-4|AT1A1_HUMAN Isoform 4 of Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens OX=9606 GN=ATP1A1;sp|P05023|AT1A1_HUMAN Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens OX=9606 GN=ATP1A1 PE=1 SV=1;sp|P05023-3|A				559880000.0	812560000.0	691240000.0
P05067-7;P05067-11;P05067-8;P05067-9;P05067;P05067-10;P05067-3;P05067-4;P05067-5;P05067-6;Q06481-5;Q06481-4;Q06481-2;Q06481-3;Q06481-6;Q06481	P05067-7;P05067-11;P05067-8;P05067-9;P05067;P05067-10;P05067-3;P05067-4;P05067-5;P05067-6	APP	Amyloid beta A4 protein;N-APP;Soluble APP-alpha;Soluble APP-beta;C99;Beta-amyloid protein 42;Beta-amyloid protein 40;C83;P3(42);P3(40);C80;Gamma-secretase C-terminal fragment 59;Gamma-secretase C-terminal fragment 57;Gamma-secretase C-terminal fragment 50;C31	sp|P05067-7|A4_HUMAN Isoform L-APP733 of Amyloid-beta precursor protein OS=Homo sapiens OX=9606 GN=APP;sp|P05067-11|A4_HUMAN Isoform 11 of Amyloid-beta precursor protein OS=Homo sapiens OX=9606 GN=APP;sp|P05067-8|A4_HUMAN Isoform APP751 of Amyloid-beta pre					14080000.0	
P05089-2;P05089;P05089-3	P05089-2;P05089;P05089-3	ARG1	Arginase-1	sp|P05089-2|ARGI1_HUMAN Isoform 2 of Arginase-1 OS=Homo sapiens OX=9606 GN=ARG1;sp|P05089|ARGI1_HUMAN Arginase-1 OS=Homo sapiens OX=9606 GN=ARG1 PE=1 SV=2;sp|P05089-3|ARGI1_HUMAN Isoform 3 of Arginase-1 OS=Homo sapiens OX=9606 GN=ARG1				12397000.0		
P05114	P05114	HMGN1	Non-histone chromosomal protein HMG-14	sp|P05114|HMGN1_HUMAN Non-histone chromosomal protein HMG-14 OS=Homo sapiens OX=9606 GN=HMGN1 PE=1 SV=3					76609000.0	21812000.0
P05141;Q9H0C2	P05141	SLC25A5	ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed	sp|P05141|ADT2_HUMAN ADP/ATP translocase 2 OS=Homo sapiens OX=9606 GN=SLC25A5 PE=1 SV=7				655480000.0	810890000.0	957380000.0
P05198	P05198	EIF2S1	Eukaryotic translation initiation factor 2 subunit 1	sp|P05198|IF2A_HUMAN Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens OX=9606 GN=EIF2S1 PE=1 SV=3				162630000.0	169990000.0	211850000.0
P05386	P05386	RPLP1	60S acidic ribosomal protein P1	sp|P05386|RLA1_HUMAN 60S acidic ribosomal protein P1 OS=Homo sapiens OX=9606 GN=RPLP1 PE=1 SV=1				532860000.0	559770000.0	800160000.0
P05387	P05387	RPLP2	60S acidic ribosomal protein P2	sp|P05387|RLA2_HUMAN 60S acidic ribosomal protein P2 OS=Homo sapiens OX=9606 GN=RPLP2 PE=1 SV=1					3265700000.0	3785900000.0
P05388;P05388-2;Q8NHW5	P05388;P05388-2;Q8NHW5	RPLP0;RPLP0P6	60S acidic ribosomal protein P0;60S acidic ribosomal protein P0-like	sp|P05388|RLA0_HUMAN 60S acidic ribosomal protein P0 OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1;sp|P05388-2|RLA0_HUMAN Isoform 2 of 60S acidic ribosomal protein P0 OS=Homo sapiens OX=9606 GN=RPLP0;sp|Q8NHW5|RLA0L_HUMAN 60S acidic ribosomal protein P0-like 				1274700000.0	853950000.0	1242700000.0
P05455	P05455	SSB	Lupus La protein	sp|P05455|LA_HUMAN Lupus La protein OS=Homo sapiens OX=9606 GN=SSB PE=1 SV=2				281320000.0	219660000.0	271220000.0
P05556;P05556-2;P05556-5;P05556-4;P05556-3	P05556;P05556-2;P05556-5;P05556-4;P05556-3	ITGB1	Integrin beta-1	sp|P05556|ITB1_HUMAN Integrin beta-1 OS=Homo sapiens OX=9606 GN=ITGB1 PE=1 SV=2;sp|P05556-2|ITB1_HUMAN Isoform 2 of Integrin beta-1 OS=Homo sapiens OX=9606 GN=ITGB1;sp|P05556-5|ITB1_HUMAN Isoform 5 of Integrin beta-1 OS=Homo sapiens OX=9606 GN=ITGB1;sp|P05				150430000.0	275290000.0	210380000.0
P05783;CON__crap_maxquant|Similar_to_Keratin_18|Tax_Id=9606|HIT000015463|ENSEMBL;CON__crap_thegpm|Keratin,_type_I_cuticular_Ha5|Homo_sapiens|Q92764|Uniprot;CON__crap_maxquant|Hair_keratin,_type_I_Ha5|Mus_musculus|Q497I4|TrEMBL;Q92764	P05783	KRT18	Keratin, type I cytoskeletal 18	sp|P05783|K1C18_HUMAN Keratin, type I cytoskeletal 18 OS=Homo sapiens OX=9606 GN=KRT18 PE=1 SV=2				6596200000.0	8391200000.0	8907300000.0
P06454-2;P06454	P06454-2;P06454	PTMA	Prothymosin alpha;Prothymosin alpha, N-terminally processed;Thymosin alpha-1	sp|P06454-2|PTMA_HUMAN Isoform 2 of Prothymosin alpha OS=Homo sapiens OX=9606 GN=PTMA;sp|P06454|PTMA_HUMAN Prothymosin alpha OS=Homo sapiens OX=9606 GN=PTMA PE=1 SV=2				711440000.0	600520000.0	499570000.0
P06576	P06576	ATP5B	ATP synthase subunit beta, mitochondrial	sp|P06576|ATPB_HUMAN ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3				1621700000.0	2679200000.0	2989700000.0
P06703	P06703	S100A6	Protein S100-A6	sp|P06703|S10A6_HUMAN Protein S100-A6 OS=Homo sapiens OX=9606 GN=S100A6 PE=1 SV=1				680710000.0	605840000.0	593810000.0
P06733;P06733-2;P09104-2;P09104	P06733;P06733-2	ENO1	Alpha-enolase	sp|P06733|ENOA_HUMAN Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2;sp|P06733-2|ENOA_HUMAN Isoform MBP-1 of Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1				4101600000.0	8417500000.0	9453600000.0
P06744;P06744-2;Q8N196	P06744;P06744-2	GPI	Glucose-6-phosphate isomerase	sp|P06744|G6PI_HUMAN Glucose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GPI PE=1 SV=4;sp|P06744-2|G6PI_HUMAN Isoform 2 of Glucose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GPI				565270000.0	1424000000.0	1488500000.0
P06748-2;P06748	P06748-2;P06748	NPM1	Nucleophosmin	sp|P06748-2|NPM_HUMAN Isoform 2 of Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1;sp|P06748|NPM_HUMAN Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2				5765700000.0	5846200000.0	6215900000.0
P06753-2;P06753-3;P06753-6;P06753-5;P06753-4;P06753-7	P06753-2;P06753-3;P06753-6;P06753-5;P06753-4	TPM3	Tropomyosin alpha-3 chain	sp|P06753-2|TPM3_HUMAN Isoform 2 of Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3;sp|P06753-3|TPM3_HUMAN Isoform 3 of Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3;sp|P06753-6|TPM3_HUMAN Isoform 6 of Tropomyosin alpha-3 chain OS=Hom				689850000.0	1249900000.0	1235100000.0
P06899;Q16778;P23527;Q8N257;Q6DRA6;Q6DN03	P06899;Q16778;P23527;Q8N257	HIST1H2BJ;HIST2H2BE;HIST1H2BO;HIST3H2BB	Histone H2B type 1-J;Histone H2B type 2-E;Histone H2B type 1-O;Histone H2B type 3-B	sp|P06899|H2B1J_HUMAN Histone H2B type 1-J OS=Homo sapiens OX=9606 GN=HIST1H2BJ PE=1 SV=3;sp|Q16778|H2B2E_HUMAN Histone H2B type 2-E OS=Homo sapiens OX=9606 GN=HIST2H2BE PE=1 SV=3;sp|P23527|H2B1O_HUMAN Histone H2B type 1-O OS=Homo sapiens OX=9606 GN=HIST1H				1460800000.0	3343700000.0	4476700000.0
P07108;P07108-3;P07108-2;P07108-4;P07108-5;P07108-6	P07108;P07108-3;P07108-2;P07108-4;P07108-5	DBI	Acyl-CoA-binding protein	sp|P07108|ACBP_HUMAN Acyl-CoA-binding protein OS=Homo sapiens OX=9606 GN=DBI PE=1 SV=2;sp|P07108-3|ACBP_HUMAN Isoform 3 of Acyl-CoA-binding protein OS=Homo sapiens OX=9606 GN=DBI;sp|P07108-2|ACBP_HUMAN Isoform 2 of Acyl-CoA-binding protein OS=Homo sapiens 					206630000.0	
P07195	P07195	LDHB	L-lactate dehydrogenase B chain	sp|P07195|LDHB_HUMAN L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2				1763700000.0	4105200000.0	3877300000.0
P07237	P07237	P4HB	Protein disulfide-isomerase	sp|P07237|PDIA1_HUMAN Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3				1857300000.0	2664800000.0	2552200000.0
P07355;P07355-2;A6NMY6	P07355;P07355-2;A6NMY6	ANXA2;ANXA2P2	Annexin A2;Putative annexin A2-like protein	sp|P07355|ANXA2_HUMAN Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2;sp|P07355-2|ANXA2_HUMAN Isoform 2 of Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2;sp|A6NMY6|AXA2L_HUMAN Putative annexin A2-like protein OS=Homo sapiens OX=9606 GN=ANXA2P2 PE=5 SV=2				1819300000.0	2728700000.0	2759100000.0
P07437;A6NNZ2	P07437	TUBB	Tubulin beta chain	sp|P07437|TBB5_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2				3209400000.0	1981200000.0	2175500000.0
P07602;P07602-2;P07602-3	P07602;P07602-2;P07602-3	PSAP	Prosaposin;Saposin-A;Saposin-B-Val;Saposin-B;Saposin-C;Saposin-D	sp|P07602|SAP_HUMAN Prosaposin OS=Homo sapiens OX=9606 GN=PSAP PE=1 SV=2;sp|P07602-2|SAP_HUMAN Isoform Sap-mu-6 of Prosaposin OS=Homo sapiens OX=9606 GN=PSAP;sp|P07602-3|SAP_HUMAN Isoform Sap-mu-9 of Prosaposin OS=Homo sapiens OX=9606 GN=PSAP					172410000.0	158840000.0
